texts,labels
"Millions of homeowners are underinsured, fed largely by a shift in the way property insurance has been sold in recent years.",0
AFP - Vice President Dick Cheney will square off with his Democratic rival John Edwards in a televised debate Tuesday that suddenly takes on importance for the Republicans after George W. Bush's tepid showing last week.,0
 LONDON (Reuters) - Austrian energy drink company Red Bull  is poised to take over the Jaguar Formula One team after weeks  of negotiations.,1
" NEW YORK (Reuters) - Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt;, the No.  3 U.S. carrier which has been restructuring in efforts to avoid  a bankruptcy filing, is expected to slash fares and remove  restrictive rules such as Saturday-night stays, Time magazine  reported in its online edition on Sunday.",2
AP - So much of the Green Bay Packers' season has been predicated on fixing what went wrong on their infamous fourth-and-26 failure in Philadelphia.,1
"AFP - British voters would turf President George W. Bush out of office in favour of John Kerry by an overwhelming majority if the November 2 US election was being held in their country, a poll said.",0
"An overdose of cocaine contributed to the heart attack that killed former Houston Astros third baseman and National League Most Valuable Player Ken Caminiti on Oct. 10, according to autopsy results made public on Monday.",1
"BOSTON -- A year ago, the anticipated press conference to herald the arrival of Nomar Garciaparras replacement at shortstop never happened.",1
"KASHGAR, China -- Impatiently, Gopur Samat stood at the ready as a nurse stripped the bandage from his right eye and steered his attention toward a chart 20 feet away. Smiling, Gopur pointed up. Still smiling as the nurse gestured toward another symbol, he pointed down. Then left, then right. Gopur, 68, suddenly could see clearly again.",0
A general strike called to protest a recent grenade attack that killed 20 people at an opposition political rally brought Bangladesh to a near standstill Monday.,0
A slowdown in economic growth and oil prices hovering around \$48 per barrel renewed fears of disappointing third-quarter earnings Thursday and kept stocks mixed.,2
"Kostas Kederis, Greece #39;s disgraced former Olympic champion, has said he is confident he will clear his name in court if authorities in Athens decide to charge him with deliberately avoiding a drugs test.",1
It's a hacker's nightmare but a dream for bankers and spies: A computer network so secure that even the simplest attempts to eavesdrop will interrupt the flow of data and alert administrators to the snooping.,3
"AFP - UN health and agriculture officials in China said they were not informed by the government of the deadly H5N1 bird flu virus being found in pigs, the first such discovery in the world.",0
US Airways Group on Friday asked other unions to follow the pilots in accepting rollbacks as the airline struggles under bankruptcy.,2
"The Internet leak of Halo 2, the latest installment of Microsoft #39;s best-selling Xbox video game, is not expected to affect its release, planned for November 9th.",3
"Commotion simply isn #39;t part of his makeup, the level of Retief Goosen #39;s stoic personality fast approaching legendary proportions on the PGA Tour.",1
"MONTREAL (CP) - Alcan Inc. #39;s rolled-products division will be saddled with a debt of \$2.8 billion US as it becomes a separate company under the name Novelis, says a preliminary prospectus.",2
"Unilever, the world #39;s largest maker of food and soap, will close its Birds Eye plant in Grimsby, England, leading to the loss of 600 jobs at the UK #39;s biggest producer of frozen foods.",2
"Microsoft doesn #39;t seem to be too worried about the competition of Mozilla with their release of Firefox 1.0. Microsoft isn #39;t planning on releasing a new version of IE anytime soon, but Microsoft #39;s director ",3
"Elephants must receive hundreds of times more space to live at San Francisco #39;s zoo or not be kept at the facility, city legislators said on Tuesday in legislation that could effectively bar pachyderms for good.",3
"photos The NowHouse project in San Francisco brings together the latest in design, construction and digital wares.\",3
" NEW YORK (Reuters) - JetBlue Airways Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JBLU.O target=/stocks/quickinfo/fullquote""&gt;JBLU.O&lt;/A&gt; on  Wednesday lowered its estimate for third-quarter earnings,  citing disruptions from Hurricanes Charley and Frances.",2
"Dell CEO Kevin Rollins sent a clear signal to Intel, saying in an interview that the company is likely to begin using Advanced Micro Devices (AMD) processors in some of its products.",3
NEW YORK (Ticker) - Ron Artest received the longest suspension in NBA history Sunday as he was banned for the rest of the season for his role as the ringleader in what amounted to a riot.,1
" UNITED NATIONS (Reuters) - Iraq's interim prime minister,  Iyad Allawi, said on Tuesday he had pressed the president of  Pakistan to contribute troops to the U.S.-led multinational  force in his country.",0
A new round of peace talks between Sudan #39;s government and rebels in the Darfur region will deal with security arrangements so thousands of people can return to their villages ,0
"MIAMI -- You might say that this time, eBay melted in the resolve to ban the online sale of part of a 10-year-old grilled cheese sandwich.",3
"NEW YORK - Shopping.com is the latest meteor to streak across the new-issues market. The company #39;s planned initial public offering will generate intense interest, but bigger companies are lining up to enter ",3
"AP - Struggling German retailer KarstadtQuelle on Thursday agreed with employee representatives on a cost-cutting plan that will include eliminating some 5,500 jobs, or 12 percent of its work force, and a three-year pay freeze.",2
like the one used in Star Wars - could soon be installed on the high-street. Boffins in Japan claim to have developed technology for image chambers - similar ,3
An advisory panel said that the first drug to enhance the sex drive of women should not be approved because of a lack of information about its long-term safety.,2
"Adobe Systems Inc. on Wednesday released an upgrade of its consumer-focused photo-editing software, which has been enhanced with new features for improving photo quality.",3
"Through all the recent warnings about antidepressants and children, one of the drugs seemed somehow above the fray: Prozac. But is it really that different?",3
"The brother of Kenneth Bigley last night claimed that Tony Blair #39;s inaction could cost the British hostage his life. Paul Bigley, who cited new information ",0
"Garabito writes  quot;Scientists at the University of Florida made a living  #39;brain #39; by extracting 25,000 neurons from a rat #39;s brain and culturing them inside a glass dish.",3
"WHEN Berti Vogts hands Abi Titmuss her morning muesli, I hope the old terrier has a grin from ear to ear. But I #39;d rather the Scotland boss racked up points on the table than notches on the headboard.",1
"AP - Law enforcement agencies raided the head office of Russian oil giant OAO Yukos and the company's most important subsidiary, a Russian news agency reported Wednesday.",0
"Reuters - U.S. Supreme Court Chief Justice\William Rehnquist has been hospitalized with thyroid cancer,\the court said Monday.",0
" TBILISI, Georgia (Reuters) - Georgian forces seized  strategic heights from separatist fighters in rebel South  Ossetia Thursday and President Mikhail Saakashvili promised  more such victories to fulfill a pledge to reunite his  fractious country.",0
 ATHENS (Reuters) - A third gold medal for Chui Yee Yu  rounded off a rewarding day for Hong Kong at the Paralympics as  they emerged as the dominant force in wheelchair fencing.,1
LONDON - The government was accused Saturday of  quot;clearly misleading quot; the British public over plans for postwar Iraq after a newspaper reported that Prime Minister Tony Blair was warned a year before the invasion that postwar stability would be difficult.,0
"JEBALIYA REFUGEE CAMP, Gaza Strip - Israeli troops pushed deep into the largest Palestinian refugee camp Thursday, a first in four years of fighting, after a Palestinian rocket killed two preschoolers in an Israeli border town.    Twenty-one Palestinians and three Israelis - including a woman jogging in a Jewish settlement and two soldiers - were killed in the fighting in the northern Gaza Strip...",0
"Indian subsidiary has grown from around 300 staff early last year to about 2,000 today, and serves over 100 customers around the world.",3
"AP - Parties on the fringes of Germany's political spectrum have been given an eager reception in the depressed east ahead of state elections this weekend, luring voters with a mix of xenophobic standards and new complaints over plans to reduce much-needed benefits.",0
"TOKYO, Aug. 20 (Xinhuanet) -- Fire broke out Friday at a tire plant belonging to Bridgestone Corp. in Amagi, western Fukuoka Prefecture of Japan, leaving 13 people injured. ",0
"AFP - Embattled Russian oil giant Yukos cut its 2004 oil production target from 90 million tonnes to 86 million tonnes, saying its inability to access its frozen accounts had forced the firm to reduce operating costs.",0
"Credit Suisse First Boston maintained a  quot;neutral quot; rating on Advanced Micro Devices (nyse: AMD - news - people ), saying third-quarter earnings fell below expectations but that fourth-quarter outlook appears surprisingly healthy.",2
"The music industry has taken its battle with peer to peer networking down under. The Australian subsidiaries of the major record labels, including Universal, EMI, Sony BMG, Warner and 25 others are suing Sharman ",3
The day after elimination always brings strange vibes. It #39;s too soon to let go of the rigorous season that fell short but not too early to start thinking about next year #39;s team.,1
"Reuters - A suicide car bomber plowed into\policemen waiting to collect their salary at a police station\west of Ramadi Monday, killing 12 people in the latest\insurgent attack on Iraq's beleaguered security forces.",0
"FLORIDIANS today began to clean up after their third hurricane in five weeks, while Alabamans looked to rebuild their condos and beach homes along the coast.",2
LG Electronics has unveiled the worlds first terrestrial digital broadcasting cell phone this week. The Digital Multimedia Broadcasting (DMB) handset will allow people to receive satellite broadcasts to watch consumer programs.,3
"This was supposed to be the people's IPO, an exercise in shareholder democracy that would serve as a model for other companies seeking to go public without the suffocating embrace of Wall Street.",2
MEPs have voted to approve the new European Commission team. The result was 449 votes in favour to 149 votes against with 82 abstentions.,0
"AP - Growing up in a small Oklahoma town, Jason White would try to throw a football through a tire. Usually, he'd miss. But there was this consolation: He sure could run.",1
"The Boston Red Sox are going to the World Series, and the Yankees aren't, because Joe Torre selected the wrong pitchers and Terry Francona chose the right pitcher.",1
"Prague, 17 August 2004 (RFE/RL) -- Fresh fighting and further casualties were reported overnight in Georgia #39;s separatist republic of South Ossetia. The violence erupted hours after Georgia and South Ossetia reached an agreement under which all armed units ...",0
"ALL week Sven Goran Eriksson has been bombarded with advice on whether Michael Owen, Wayne Rooney or Jermain Defoe should be given the nod to play in attack against Wales in tomorrows World Cup qualifying match at Old Trafford.",1
"A powerful typhoon veered away from the site of the Japanese Grand Prix, boding well for Sunday #39;s Formula One race after organizers were forced to postpone qualifying.",1
"Lycos Europe has axed the distribution of a controversial screensaver designed to target websites that profit from spam, claiming that the company has made its point.",3
"TOKYO: Japan, South Korea, and the US have agreed six-nation talks on North Korea #39;s nuclear drive would take place this month as planned, despite Seoul #39;s admission of secret atomic research, a Japanese official said.",0
An ink expert who testified for the government at the Martha Stewart trial was found not guilty yesterday of lying on the witness stand.,2
"Arab militias responsible for atrocities in Sudan's Darfur region now guard camps for the displaced, refugees say.",0
" NEW YORK (Reuters) - Security software maker Symantec Corp.  has agreed to buy Veritas Software Corp. for \$13.5 billion,  expanding into the backup and recovery software market, the  companies said on Thursday.",2
The UN nuclear watchdog says South Korea's illegal nuclear tests were on a bigger scale than declared.,0
American Matt Emmons won the gold medal Friday in the 50-meter prone rifle competition with a score of 703.3. ,1
GotDotNet? Depends on who you talk to. Microsoft #39;s answer to SourceForge has been as trouble-free as a baby. Who #39;s been dropped.,3
"Since it arrived at Saturn in mid-2004, Cassini has already sent us back fascinating images of Titan, Saturn #39;s largest satellite.",3
"RealNetworks is sending a real message to Apple, their largest competitor in the online music market. On Tuesday, RealNetworks announced that it was launching the biggest music sale in history, offering single music downloads for just 49 cents, and most ...",3
"Upcoming ""Niagara"" will appear in the 1.6GHz UltraSparc IIIi.",3
" CHICAGO (Reuters) - Office Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ODP.N target=/stocks/quickinfo/fullquote""&gt;ODP.N&lt;/A&gt; on Tuesday  warned of weaker-than-expected full-year profit because of the  string of hurricanes in Florida and poor sales across North  America and Europe, sending its stock down nearly 8 percent.",2
Milan and Barcelona offered a nice show on Wednesday night in which the rossoneri defeated their Spanish counterparts 1-0 at San Siro.,1
ENGLAND coach Steve McClaren hopes he has not handed Wales the World Cup blueprint to curb the threat of Wayne Rooney. McClaren #39;s Middlesbrough manfully threw up the barricades at Old Trafford yesterday as ,1
"Soon, Linda Anderson and members of her family will bundle up and make the annual trip to the Christmas tree farm in search of a tree.",2
"THE GLOBAL extinction crisis ignores thousands of affiliated species that are also at risk of being wiped out, making the list of endangered species much larger and more serious than originally thought, says a study produced in part at the University of ",3
"Chances are, if your employees are using Microsoft Corp. #39;s Internet Explorer to surf the Web or Outlook to check e-mail, your company is more exposed to viruses and spyware, some security experts say.",3
"The United States said on Tuesday that last week #39;s blast in North Korea that stirred fears of a nuclear explosion might have been demolition work for a power project, as Pyongyang has asserted.",0
"AFP - A battle group of British troops rolled out of southern Iraq on a US-requested mission to deadlier areas near Baghdad, in a major political gamble for British Prime Minister Tony Blair.",0
The  quot;bigger is better quot; mind-set dominating the steel industry reached new heights yesterday when billionaire baron Lakshmi Mittal said he #39;ll create the world #39;s largest ,2
"Trendsetter Martha Stewart reported to a minimum-security prison known as  quot;Camp Cupcake quot; on Friday to serve a five-month sentence for a suspicious sale of stock, US prison officials said.",2
"It won't be long before speculation of Charlie Weis's future employment will begin trickling out. He is a fascinating figure -- an offensive coordinator who has worked for Bill Parcells and Bill Belichick, the guy who took Tom Brady to two Super Bowls in three years. Weis had stomach surgery and nearly lost his life in the summer ...",1
"LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",0
"THE second leg is a dead rubber, but Frank Farina has refused to ease off naming an even stronger Socceroos side, including Harry Kewell, for tonight #39;s match against the Solomon Islands.",1
"The Japanese government has approved Sun Microsystems #39; open-source desktop software for use within one of its ministries, Sun is expected to announce.",3
" NEW YORK (Reuters) - Footwear chain Payless ShoeSource Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSS.N target=/stocks/quickinfo/fullquote""&gt;PSS.N&lt;/A&gt; on Thursday posted worse-than-expected sales at stores  open at least a year in August and said its president, Duane  Cantrell, will step down effective immediately, sending its  shares down 8 percent.",2
"Roy Keanes Manchester United booked their place in the knock-out stages of the Uefa Champions League with a victory at home to French champions Olympique Lyonnais on Tuesday, but Liverpool were defeated by their own French nemeses, last seasons ",1
"Chemical giant DuPont Co. withheld information from federal officials that indicates a dozen residents near its Parkersburg, W.Va.",3
"Previously unpublished videotapes of Diana, Princess of Wales, reveal she only met Prince Charles 13 times before their wedding. The tapes, which are being shown on US television, feature the princess talking ",0
The reaction by Venezuela #39;s opposition to the failed effort to recall President Hugo Chavez was disorganized and misguided. The two dozen groups behind the recall never worked together on a political message ,2
"Revenues should grow by 30, according to the president of the country's association of software and service firms",3
"PARIS : The Paris appeals court issued a warrant for the arrest of Cesare Battisti, an Italian ex-revolutionary fighting extradition from France to face jail for murder who missed a recent check-in with police.",0
"Laugh all you want, say public hygiene experts at the World Toilet Summit, but the importance of having loos you can use is no joke.",0
"Plus, few defectors in the wireless war, and Overstock's locked and loaded.",2
Ross Stores has taken a hit to its bottom line because of ongoing problems surrounding the implementation of a merchandising system.,3
"Reuters - The Bush administration is\considering tightening U.S. economic sanctions on Syria to put\pressure on Damascus to pull its troops out of Lebanon and\crack down on terrorism, administration officials said on\Friday.",0
"NEW YORK - Elena Dementieva kept floating her funny serves, slow and spinning Frisbees more suited for table tennis than the hard courts at Flushing Meadows. And at the end, that was barely enough...",0
America Online announced the launch of an online shopping site it says will provide an easy and fast way to compare products from thousands of online merchants.,3
AP - The Atlantic Coast Conference chose Jacksonville on Thursday to host its first two championship games.,1
"TORONTO (CP) - Outfielder Vernon Wells earned his first Gold Glove on Tuesday, becoming the seventh Toronto Blue Jays player to receive the award.",1
&lt;strong&gt;Feature&lt;/strong&gt; From hell to hell and maybe heaven,3
"AP - When U.S. captain Hal Sutton sent Tiger Woods and Phil Mickelson out as his lead pair in the Ryder Cup, he didn't even want to think about what would happen if they got beat.",1
"After 120 minutes of back and forth play ends in a 3-3 tie, goalkeeper Nick Rimando stops a New England penalty kick to seal the victory and propel United into the MLS Cup.",1
"After a 28-20 upset of Michigan in their home opener, the Irish certainly have cause for optimism. Notre Dame rebounded from 20-17 loss to BYU in a disappointing season debut to play very well against the Wolverines.",1
"The Air Force signed a deal with Microsoft Corp. and Dell Inc. for software services that could be worth \$500 million over six years, Microsoft officials said today.",2
 NEW YORK (Reuters) - U.S. stocks were slightly lower on  Wednesday after government reports for July on durable goods  orders and new home sales cast some doubt on the strength of  the economy.,2
"America West Airlines is in talks to buy all or part of ATA Holdings Corp., parent of ATA Airlines, the Wall Street Journal reported Wednesday night on its Web site.",2
"Dissatisfied by the performance of three backups who have never taken a regular-season snap in the N.F.L., the Jets signed Quincy Carter.",1
"George Steinbrenner met with Pedro Martinez yesterday in Tampa, perhaps setting the stage for the most mind-blowing defection between enemies since Babe Ruth.",1
"BRUSSELS -- The European Commission has asked four European Union (E.U.) countries to justify why they favor Intel Corp. processors in computers for public authorities, it announced Wednesday.",3
"Microsoft has entered the desktop search fray, releasing a test version of its tool to find documents, e-mails and other files on a PC hard drive.",3
" TOKAMACHI, Japan (Reuters) - A powerful earthquake and  strong aftershocks rocked northern Japan, killing at least six  people, injuring more than 500 while knocking out power and  phone services and forcing thousands to evacuate, media said.",0
"A major Japanese trading company is investing in Isuzu Motors Ltd., a truckmaker allied with General Motors Corp. of the United States, to strengthen a partnership in Thailand.",2
"\A new generation of rechargeable lithium batteries could reduce global warming, a leading expert says.",0
"AP - Two-time major champion Dottie Pepper is moving to the broadcast booth next year, signing a contract with The Golf Channel to be a lead analyst for its tournament coverage.",1
"Reuters - Fatal attacks in Israel cause a\direct increase in the number of deadly traffic accidents --\but not until three days later, researchers said on Monday.",3
"For Virginia Tech's corps of freshman wide receivers -- Josh Hyman, Eddie Royal, Josh Morgan and Justin Harper -- the future seems very much in the present.",1
"The European Commission put off Wednesday a controversial decision on levels of genetically-modified organisms (GMO) in seeds in the EU, in a move welcomed by environmental lobbyists.",2
"Forget foosball. Just like the 40 designers and engineers at IDEO, the firm has to work. The black foam cubes hanging from the ceiling are playful, but they also muffle sound. Spandex eye screens, looking like kites floating above individual work spaces, shield works-in-progress from passersby. Lumasite panels set on wheels, not quite transparent, provide privacy when needed -- then ...",2
BOSTONSome fans with shockingly short memories made the mistake of chanting  quot;Who #39;s Your Papi? #39; #39; last night when it looked like David Ortiz and his Boston Red Sox would run their opponents all the way back to Missouri.,1
" NEW YORK (Reuters) - U.S. stocks opened little changed on  Tuesday as concerns over higher oil prices damaging corporate  profits weighed on investor sentiment, while a dip in retail  sales also dampened the mood.",2
"OAKLAND, Calif. The owner of the Texas Rangers has issued an apology after a fan suffered a broken nose after getting hit by a thrown chair during last night #39;s game in Oakland.",1
"Investor's Business Daily - A week after shaking up its enterprise hardware business following a poor showing last quarter, Hewlett-Packard put its best face forward before more than 7,000 customers and partners at the HP World conference in Chicago.",3
More than six newspaper companies have received letters from the Securities and Exchange Commission seeking information about their circulation practices.,2
"Toronto Dominion Bank (TD.TO: Quote, Profile, Research) said on Wednesday that it is in talks with US-based Banknorth Group (BNK.N: Quote, Profile, Research) about a possible deal, in line with the Canadian bank #39;s push for ",2
"Citing technical challenges due to hurricanes, NASA officials said that the initial space shuttle mission for Return to Flight will slip from March to May 2005.",3
"Israeli forces detained a senior leader of Hamas #39;s military wing in the West Bank today during a night-time raid on his hideout, witnesses said.",0
"Construction spending sprang back to life in July, rising to the highest level on record, the government reported Wednesday.",2
"Archaeologists have discovered the oldest clay ""fireplaces"" made by humans at a dig in southern Greece.",3
"The redesigned Saturn VUE passed the government #39;s rollover test with a score similar to other sport utility vehicles, federal regulators said Monday.",2
"MANILA (Dow Jones)--Philippines shares closed at a new 53-month high Monday, lifted by steady investor interest in key blue chips, particularly telecommunications stocks.",2
"DONGGUAN, China -- Heralded by an unprecedented series of walkouts, the first stirrings of unrest have emerged among the millions of youthful migrant workers who supply seemingly inexhaustible cheap labor for the vast expanse of factories in China's booming Pearl River Delta.",2
A consumer #39;s group said Wednesday it has complained to government regulators about the cost of downloading music from Apple #39;s iTunes system.,3
"Wrexham have been given just over two weeks to solve their financial problems by the High Court, a day after the club applied to go into administration.",1
"AP - A geologist who spent four years traipsing in and around Frederick has mapped areas most likely to develop sinkholes  #151; depressions in the earth that appear suddenly, swallowing cars and homes.",3
"AP - The 10 most endangered national wildlife refuges as chosen by the environmental group Defenders of Wildlife, and reasons cited by the group:",3
"AP - Lynne Cheney accused Sen. John Kerry of pulling a ""cheap and tawdry political trick"" after he discussed her daughter's sexuality in his debate with President Bush. In response, Elizabeth Edwards suggested Mrs. Cheney might feel ""a certain degree of shame"" because her daughter is a lesbian.",0
"Cisco Systems is buying IP-service control vendor P-Cube in a deal valued at \$200 million. P-Cube #39;s products help service providers identify subscribers, classify applications, improve service performance and charge for multiple IP services.",3
AP - Two top Egyptian officials arrived in the West Bank on Monday for talks with Palestinian leader Yasser Arafat on Israel's planned withdrawal from the Gaza Strip.,0
SPAIN #39;S Miguel Angel Jimenez leads the European Masters by one shot from overnight leader Sergio Garcia and Ryder Cup pick Luke Donald after a third round 66 today.,1
"The world #39;s biggest mining group, BHP Billiton Ltd./Plc. said on Wednesday its second-half net profit more than doubled on strong demand for industrial raw materials, and forecast sustained high prices for commodities. ",2
Top seed Roger Federer will have to break new ground if he wants to claim a third Grand Slam title at the US Open in Flushing Meadow this week.,1
"They were 78 feet and a generation apart. On one end of the Arthur Ashe Stadium court stood Maria Sharapova, the 17-year-old Wimbledon champion with a future as bright as her usual smile.",1
"Molson Inc., seeking to overcome opposition to its planned C\$3.8 billion (\$3.16 billion) merger with Adolph Coors Co. to create the world #39;s fifth-biggest brewer, said it will pay minority shareholders a special dividend.",2
Few schools boast a list of faculty and alumni as distinguished -- or as eclectic -- as Brandeis University.,1
"ATHENS, Greece  Take Mark Spitz off his back, and this Phelps kid is pretty fast.  quot;It is, quot; Michael Phelps conceded,  quot;a little bit easier to get up on the (starting) block. quot; ...",1
TOKYO The operators of a Japanese nuclear plant say there was no evidence of danger at the plant before a deadly explosion this month. ,0
"As more and more consumers turn to plastic to solve their gift-giving dilemmas, many states are passing laws to protect those buying gift cards from what may be hidden in the fine print.",2
Britain-based HBOS says it will file a complaint to the European Commission against Spanish bank Santander Central Hispano (SCH) in connection with SCH #39;s bid to acquire British bank Abbey National ,2
The U.S. Army has leased a blimp from the nation's only airship manufacturer and outfitted it with sensors and cameras to determine how effective the electro-optical and infrared cameras are at detecting potentially threatening movements on the ground.,3
"After an absence of a decade, Philips Electronics is making personal computers again, the company said yesterday. The Netherlands-based electronics conglomerate, which abandoned the PC business in the early ",3
Kostas Kenteris and Katerina Thanou's coach believes they will be cleared by the IOC.,0
"The UN says government air strikes on rebel-held territory in northern Ivory Coast is a ""major violation"" of a truce.",0
"SPACE.com - As we approach the holiday \  season, many people may consider the purchase of a telescope. You might already \  have seen telescope ads in newspapers, catalogues or on TV shopping channels. \  A typical ad might say something like this:",3
"Nintendo believes that when it comes to video games, your fingers want to touch as much as twitch and that two really is better than one.",3
"GASTONIA, NC -- Last year, the Jones Soda Co. rolled out, to much fanfare, the noxious-sounding product Turkey  amp; Gravy Soda. It flew off shelves faster than free antacids on the day after Thanksgiving, and ",2
" TOKYO (Reuters) - Japan's navy was mobilized on Wednesday  after an unidentified submarine was found in Japanese waters,  the top government spokesman said, confirming a report by  public broadcaster NHK.",0
"Washington Post Co. (WPO.N: Quote, Profile, Research) said on Friday that quarterly profit jumped, beating analysts #39; forecasts, boosted by results at its Kaplan education unit and television broadcasting operations.",2
"The Swedish Industrial Development Fund has invested about \$4 million in Cypak, which makes throwaway RFID tags.",3
"Via Technologies has released a version of the open-source Xine media player that is designed to take advantage of hardware digital video acceleration capabilities in two of the company #39;s PC chipsets, the CN400 and CLE266.",3
"Some 10 years ago, Miami resident Diana Duyser made a grilled cheese sandwich. But not just any grilled cheese sandwich. This one bears the image of the mother of Christ, Duyser claims: The Blessed Virgin Mary, in bread-and-cheese form.",3
"A television grab shows a soldier helping a girl away from the scene at a school in the town of Beslan in the province of North Ossetia near Chechnya, September 1, 2004.",0
" ANAHEIM, Calif. (Reuters) - Pedro Martinez pitched seven  innings and Manny Ramirez drove in the go-ahead run with a  sacrifice fly to power the Boston Red Sox to an 8-3 win over  the Anaheim Angels in the American League Divisional Series  (ALDS) Wednesday.",1
"AP - International Business Machines Corp. reported a small gain in third-quarter profits Monday, as increasing revenues in almost every area of the business, including emerging markets such as Russia and China, helped offset expenses from a pension lawsuit.",3
" NEW YORK (Reuters) - The dollar rebounded on Monday after a  heavy selloff last week, but pared some gains after a U.S.  factory report showed employment was down in December.",2
"MICROSOFT will not broadly release its long-awaited update to the flagship Windows operating system, dubbed  quot;Longhorn, quot; until 2006.",3
"As Rodrigo De Rato prepares for his first annual meeting as managing director of the International Monetary Fund in early October, he could be forgiven for feeling pleased with the shape of the global economy.",2
The US is poised to push Japan off the top of the supercomputing charts with an IBM prototype machine.,3
A militant group threatening to kill three United Nations hostages including a British woman said today it was talking to the Afghan government about its demand to free Taliban prisoners.,0
"2003 was the first time plastic and other electronic payment methods beat out paper, according to a survey released yesterday by the Federal Reserve.",2
Red Hat has announced a partnership with Unisys and the availability of security updates to their Enterprise Linux offering today.,3
"In a hastily organized news conference, South Korean President Roh Moo-hyun #39;s Spokesman Kim Jong-min on Thursday told reporters that the Presidential Office will ",0
"It all came down to a small, Utah-made device sitting inside an Idaho pottery kiln. This recent experiment at a national research laboratory in Idaho Falls, Idaho, may pave the way for an efficient means of extracting hydrogen from water.",3
LOS ANGELES The Los Angeles Clippers are assured of finishing November with a winning record for the first time since 1992. They #39;re 8-and-6 with one game left this month after beating Golden State 103-to-91.,1
" LONDON (Reuters) - Oil prices eased again on Tuesday with  the re-opening of two Iraqi pipelines, but most financial  markets traded in narrow ranges after sharp reactions in  previous sessions.",2
A federal judge ruled that the provision broadly violated the Constitution by giving federal authorities unchecked powers to obtain private information.,3
The Nigerian government has confirmed reports that rebel groups in the country #39;s main oil producing region have agreed to a ceasefire.,0
"An African crisis summit to discuss unrest in Ivory Coast on Sunday called for an immediate UN arms embargo on both sides in the conflict, as the Ivorian government moved to rebuild its air force.",0
Fans who can #39;t get enough of NBC #39;s  quot;The Apprentice quot; can visit a new companion Web site produced by Yahoo and watch an extra 40 minutes of video each week that will not be shown on Thursday #39;s reality TV show.,3
"Russia, the world #39;s second-biggest oil exporter, will benefit most from a Siberian crude oil pipeline to the Pacific rather than to China as energy resources are needed to develop the ",2
"MONTREAL (CP) - BCE Inc. is selling most of its minority stake in MTS for a total of \$578 million, with MTS buying back more than half of the shares and the rest sold on the open market, BCE announced Wednesday.",2
"ABUJA, Nigeria Huge quantities of arms and ammunition have poured into Sudan #39;s Darfur region in the past two weeks and the government is poised for a major military offensive, the African Union said Friday.",0
"Two men falsely identified as deserters by the Indian army were released in a prisoner exchange with Pakistan, but their lives remain spoiled by the mistake.",0
"Australian banking group ANZ has watered down its plan to combine the National Bank with the New Zealand arm of ANZ. The ANZ, which bought the National Bank from Britain #39;s Lloyds TSB for ",2
"Each January, the world #39;s gizmo freaks, gadget heads, and general arbiters of cool descend on Las Vegas for CES -- the Consumer Electronics Show -- a four-day look at what electronics makers worldwide are planning to wow consumers with and thus fatten ",3
"Kroll Inc., an investigation and risk consulting company owned by Marsh  amp; McLennan Cos. Inc. (MMC.N: Quote, Profile, Research) , has appointed Simon Freakley as chief executive officer and president.",2
HOUSTON Deliberations will resume tomorrow for jurors who convicted five men of playing roles in pushing through Enron #39;s late 1999 sham sale of power barges to Merrill Lynch.,2
"AP - The League of Women Voters of San Diego asked a court Wednesday to require that all votes cast for a maverick mayoral write-in candidate be counted, including ballots on which voters failed to fill in the circle next to her name.",0
"A new round of peace talks between the Sudanese government and rebels from the Darfur region is set to re-open on Friday in the Nigerian capital, Abuja.",0
"iPass (Quote, Chart), an aggregator of hotspots for business users is moving beyond the hotels, cafes and even its many airports with wireless connections to tackling the sky itself.",3
"Friends, family and fans gather at a church in Harlem, New York, for the funeral of rapper ODB.",0
"US secretary of state, Colin Powell, and Israeli foreign minister, Silvan Shalom. Photograph: David Guttenfelder/ AP. Israel today assured Colin Powell, the US secretary of state, that it would do  quot;everything ",0
"&lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Eric Auchard&lt;/p&gt;&lt;p&gt; NEW YORK (Reuters) - Dell Inc. &lt;DELL.O&gt; plans to open a\third U.S. manufacturing plant, the world's largest personal\computer maker, said on Tuesday, in a rare example of a\high-tech company expanding U.S. production.&lt;/p&gt;",3
Taiwan has a high level of consensus on the nation #39;s independent and sovereign status. According to a survey published by the Taiwan Thinktank on Nov. 8 about the public #39;s expectations ,0
"com November 8, 2004, 4:29 PM PT. Organizations are replacing aging servers with newer more-powerful boxes, often Linux--based, and theyre also investing in storage.",3
"London Metal Exchange (LME) copper recouped earlier losses to finish Wednesday #39;s open outcry trade unchanged, getting little direction from a mixed set of US economic data.",2
