param_annealing_alphas,param_clustering_loss_weight,param_embedding_extractor,best_matching,accuracy,ari,nmi
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 3, 2: 1, 3: 2}",0.7366771159874608,0.4973252262658534,0.5258519133522028
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 1, 2: 0, 3: 2}",0.8385579937304075,0.6217854404065823,0.5886103170379999
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 1, 1: 2, 2: 0, 3: 3}",0.8369905956112853,0.6257009823322486,0.5961885735117358
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 1, 2: 2, 3: 0}",0.725705329153605,0.4911792270893529,0.5089739033859585
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 1, 2: 0, 3: 2}",0.6081504702194357,0.325924753436414,0.3322151840932626
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 2, 1: 1, 2: 3, 3: 0}",0.7351097178683386,0.4763088613690114,0.4743980022870339
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 2, 2: 3, 3: 0}",0.6849529780564263,0.5119301536610691,0.5273529103991342
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 3, 2: 0, 3: 2}",0.5956112852664577,0.3251408051427911,0.3643799388139488
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 2, 2: 3, 3: 1}",0.841692789968652,0.6369958119045518,0.6110721587616759
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.7946708463949843,0.555930933863054,0.5782832866945771
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 1, 1: 3, 2: 0, 3: 2}",0.8181818181818182,0.5732587312531099,0.5550738578818533
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 2, 1: 3, 2: 0, 3: 1}",0.7978056426332288,0.5629575841661825,0.5616316760652422
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 3, 1: 0, 2: 2, 3: 1}",0.7931034482758621,0.5522091461295702,0.5486669693327746
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 1, 2: 3, 3: 0}",0.7962382445141066,0.5519080697917617,0.5378860468368637
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 0, 2: 1, 3: 3}",0.8181818181818182,0.5934187150058647,0.576019672341514
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 0, 2: 1, 3: 3}",0.5141065830721003,0.27234856992364703,0.31045032893247315
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 3, 2: 0, 3: 2}",0.6285266457680251,0.36590185821519716,0.3794151143015076
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 2, 2: 1, 3: 0}",0.8307210031347962,0.6142205031037691,0.5877128103978686
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 3, 1: 2, 2: 1, 3: 0}",0.46394984326018807,0.11307650799277681,0.1338846397013696
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 0, 1: 3, 2: 1, 3: 2}",0.6332288401253918,0.41339480857160127,0.4437972118383775
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 2, 2: 3, 3: 0}",0.7304075235109718,0.48967150063334886,0.501494094822579
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 2, 3: 1}",0.6959247648902821,0.460770850346252,0.49204433930097347
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 2, 1: 1, 2: 0, 3: 3}",0.780564263322884,0.5457371700635578,0.5479267471967011
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 1, 2: 0, 3: 2}",0.5752351097178683,0.37129351113480613,0.39892659279907033
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 3, 2: 1, 3: 2}",0.6865203761755486,0.39741996746105857,0.4134588077968321
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 3, 2: 0, 3: 1}",0.5250783699059561,0.3012304858598037,0.3381327014601933
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 2, 2: 1, 3: 3}",0.8401253918495298,0.6263509384951592,0.6221409162555068
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 3, 2: 0, 3: 2}",0.6990595611285266,0.4883743806910785,0.5158782952143295
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 2, 1: 1, 2: 0, 3: 3}",0.774294670846395,0.51037867051706,0.4848052764663987
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 2, 2: 0, 3: 1}",0.6285266457680251,0.40405911016614104,0.39871230492727666
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 3, 2: 0, 3: 1}",0.7021943573667712,0.4281896967737721,0.4233006275603166
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 0, 1: 3, 2: 2, 3: 1}",0.5799373040752351,0.31211174027946953,0.3567853558572043
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 3, 2: 2, 3: 0}",0.7084639498432602,0.485687803520874,0.5302404661798669
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 1, 1: 2, 2: 0, 3: 3}",0.8589341692789969,0.6689705199159671,0.6374470551161584
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 3, 1: 2, 2: 0, 3: 1}",0.8557993730407524,0.6607292057282529,0.6307777584101028
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 2, 1: 1, 2: 0, 3: 3}",0.6880877742946708,0.4892125939487579,0.5198794856956516
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 3, 1: 0, 2: 2, 3: 1}",0.8589341692789969,0.6687197548314255,0.6417394134751162
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 2, 2: 0, 3: 1}",0.8322884012539185,0.6169161104159391,0.5925506457294829
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 1, 1: 0, 2: 3, 3: 2}",0.6677115987460815,0.4731160938949403,0.5127518688662183
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 3, 2: 2, 3: 0}",0.768025078369906,0.5351773005086077,0.5396128321461074
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 0, 2: 2, 3: 3}",0.6050156739811913,0.36908570770117444,0.377469176028075
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 0, 2: 1, 3: 2}",0.8322884012539185,0.6152974078605615,0.5900780327283964
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 3, 2: 1, 3: 0}",0.6739811912225705,0.460051216776342,0.48941422254346606
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 2, 1: 0, 2: 3, 3: 1}",0.786833855799373,0.5333697934881084,0.5194953237655955
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 2, 2: 3, 3: 1}",0.5642633228840125,0.3555047069194501,0.4230805411206982
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 1, 1: 3, 2: 2, 3: 0}",0.7758620689655172,0.5022034841403283,0.5052931084246345
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 2, 2: 3, 3: 1}",0.6551724137931034,0.42805254447442637,0.4595507617515715
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 3, 2: 1, 3: 0}",0.27586206896551724,0.00013206898195748301,0.0032559505388803354
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 2, 2: 1, 3: 3}",0.274294670846395,-0.0006791697877951121,0.029505882540387413
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 0, 2: 3, 3: 2}",0.2852664576802508,0.0015448448117000853,0.04163869747239922
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 2, 2: 1, 3: 3}",0.30407523510971785,0.01494195287917341,0.05120632450941036
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 0, 2: 2, 3: 1}",0.2993730407523511,0.005986631132010185,0.010931756310920162
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 3, 1: 2, 2: 1, 3: 0}",0.768025078369906,0.49287386397473976,0.5182747132058676
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 2, 1: 1, 2: 0, 3: 3}",0.3557993730407524,0.03074879965480727,0.08239767621472004
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 1, 1: 2, 2: 3, 3: 0}",0.7978056426332288,0.5584389799692157,0.56599209944146
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 1, 2: 3, 3: 2}",0.7586206896551724,0.5170614078987482,0.5581806684422281
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 2, 1: 3, 2: 0, 3: 1}",0.6003134796238244,0.4046471641169301,0.43549643667111343
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 2, 2: 0, 3: 1}",0.6191222570532915,0.30171134044822273,0.4033161570365141
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 2, 3: 1}",0.2774294670846395,-0.0011887748632418494,0.008653728386019608
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 3, 2: 2, 3: 1}",0.3730407523510972,0.052591173249398465,0.06537785325750385
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.3275862068965517,0.014063385032556594,0.020336207729958162
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 2, 2: 3, 3: 0}",0.40282131661442006,0.09394430443443012,0.0939303287527259
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 2, 1: 3, 2: 0, 3: 1}",0.5203761755485894,0.23052199900109543,0.273553902027517
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 2, 3: 1}",0.7695924764890282,0.5139551872483208,0.507400642118085
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 3, 1: 1, 2: 2, 3: 0}",0.8072100313479624,0.5734260546656174,0.5672096145248464
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.28213166144200624,0.0008571651156168632,0.010798684644581922
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 3, 2: 1, 3: 2}",0.6598746081504702,0.37066714549672475,0.39425179865334187
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 1, 1: 0, 2: 3, 3: 2}",0.7852664576802508,0.5425968102738623,0.5431187759056915
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 0, 2: 1, 3: 3}",0.2836990595611285,0.0028626567275084193,0.007985345730146887
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 2, 1: 0, 2: 3, 3: 1}",0.2993730407523511,0.005542603764779841,0.011318263263474402
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 2, 2: 1, 3: 0}",0.29780564263322884,0.00457827959503919,0.009516944404531833
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 2, 2: 3, 3: 0}",0.5344827586206896,0.25126496368759765,0.3022626301928471
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 3, 2: 2, 3: 0}",0.384012539184953,0.08393826085002563,0.10072010913124363
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 2, 1: 0, 2: 1, 3: 3}",0.8025078369905956,0.5765402592890515,0.5907297936236504
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 2, 1: 1, 2: 0, 3: 3}",0.27586206896551724,0.00010836049314620086,0.0031850437608068015
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 2, 1: 1, 2: 3, 3: 0}",0.7774294670846394,0.5312741509724948,0.5407629924105227
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 3, 2: 1, 3: 0}",0.5846394984326019,0.38148666618870714,0.4213771458661804
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 1, 1: 0, 2: 2, 3: 3}",0.3181818181818182,0.02015311119369825,0.023577399818752703
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.28213166144200624,0.0029046691169446943,0.010523398802431581
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 0, 2: 2, 3: 1}",0.2946708463949843,0.003237290145911919,0.009419174212107192
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 2, 2: 0, 3: 1}",0.2946708463949843,0.004909288858636578,0.010301736301542932
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 3, 2: 1, 3: 0}",0.3573667711598746,0.04161014645212247,0.06465095735803379
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 3, 2: 0, 3: 2}",0.41379310344827586,0.09604543385677501,0.10749870015105525
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 2, 2: 3, 3: 1}",0.567398119122257,0.3455751206825503,0.3809257109476885
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 2, 2: 3, 3: 1}",0.47962382445141066,0.19997315999825144,0.2381327847046187
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 2, 1: 0, 2: 3, 3: 1}",0.7946708463949843,0.5555878660725561,0.5749815471989129
