texts,labels
AP - Hundreds of angry French farmers mounted blockades around the country Monday to hold up fuel shipments in protest at soaring diesel and gasoline prices and to press their demands for government aid.,0
"Levin, the low amateur at the US Open who tied for 13th, registered a 3- and-1 win over Mike Lane of Citrus Heights (Sacramento County). ",1
" TOKYO (Reuters) - Japanese camera and office equipment  maker Canon Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=7751.T qtype=sym infotype=info qcat=news""&gt;7751.T&lt;/A&gt; said on Tuesday it would start  producing rear projection televisions later this year, aiming  to secure a chunk of the rapidly growing market for big screen  TVs.",3
"AP - The August start of the back-to-school shopping season was a disappointment for major retailers, giving the industry a third straight month of tepid sales. Higher gasoline prices and consumers' ongoing worries about jobs contributed to the poor showing.",2
"BEIJING : Maria Sharapova will have Russian pride as well as a small measure of revenge in mind when she faces fellow Grand Slam champion Svetlana Kuznetsova Saturday in the semi-finals of the 585,000 US dollar China Open.",1
Arsene Wenger has hit back at critics who claim that Arsenal cannot perform against Europe #39; big guns after being drawn against Bayern Munich in the Champions League.,1
"A former inmate at the US prison camp at Guantnamo Bay, Cuba, who reportedly returned to Afghanistan to rejoin the Taliban as a key commander was killed in a raid by ",0
"BRUSSELS - Greece #39;s membership of the eurozone is not in doubt despite a damaging review of its budget data stretching back five years, a European Commission official said Monday.",2
"It was about taking care of business, or maybe it was about the Boston Red Sox not -gain. The Yankees didnt play their best game, but because the Red ",1
The leader of Cameroon's main opposition party calls for reforms ahead of next month's poll.,0
washingtonpost.com - Now Cingular Wireless LLC gets to reap the rewards -- and face the challenges -- of its new status as the nation's biggest cellular provider.,3
"Microsoft Corp. is planning to launch its own Web search engine on Thursday, according to several reports published Tuesday evening.",3
"A NEW bird species, which is believed to be found nowhere else in the world, has been discovered on the remote island of Calayan, 70 km north of Luzon. ",3
"Cardiff #39;s Millennium Stadium will host this season #39;s FA Cup semi-finals as well as the final. It will be the first time the venue has hosted the semi-finals, with Old Trafford and Villa Park having been favoured in recent years.",1
"BAGHDAD, Iraq The military says insurgents in the Iraqi city of Ramadi have used a hospital to ambush US soldiers. However, officials for both the Ramadi General Hospital and Medical College rejected the claims.",0
"EAGLES 27, GIANTS 6: The Eagles, in the playoffs for the fifth consecutive year, are the third team since 1978 to win its division in Game 11.",1
"In a country already plagued by skyrocketing sick leave costs, a new survey found that 40 percent of the population thinks it #39;s acceptable to skip work because they feel tired or have trouble getting along with their colleagues.",2
SYDNEY - Australia has announced plans to acquire long-range cruise missiles that will give its defence force the  #39;most lethal capacity #39; for air combat in the region.,0
"The chief of the United Nations refugee agency says the Sudanese government should grant more autonomy to Darfur to help end a conflict that has claimed some 50,000 lives.",0
"AP - Roger Federer pulled out of the Swiss Indoors after hurting his left thigh in a practice session Tuesday, while Taylor Dent and Paradorn Srichaphan exited with upset losses.",1
"On January 14, 2005, the Huygens probe will try to descend to the surface of Saturn #39;s largest moon, Titan--a biochemically rich moon dominated by hydrocarbons like methane and ethane.",3
" BAGHDAD, Iraq (Reuters) - Strong explosions shook central  Baghdad at dawn on Sunday and heavy fighting erupted in a  street notorious as a rebel stronghold, in violence that killed  at least eight Iraqis, the U.S. army and witnesses said.",0
"Royal Ahold NV, owner of the Giant and Stop  amp; Shop supermarkets in the US, is confident #39; #39; the company can reach its goal of raising 2.5 billion euros (\$3.",2
SAP America Inc. and Hewlett-Packard Co. are collaborating on a hosted enterprise resource planning software service for midsize companies in specific vertical markets.,3
"Scientists yesterday mourned Maurice Wilkins, sometimes called the forgotten man of DNA, who died in hospital on Tuesday aged 88. Wilkins, a professor at King #39;s College London, shared the 1962 Nobel prize ",3
"Lenovo Group stayed silent Friday about reports it is talking with IBM Corp. about buying the US company #39;s personal computer business, but an executive hinted that the Chinese company is looking to expand its PC operations.",2
"The proportion of people living on less than \$1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001, says the World Bank #39;s latest annual report.",0
"Ashburn, VA (Sports Network) - Washington Redskins head coach Joe Gibbs said Monday that Patrick Ramsey will start at quarterback this Sunday against the Philadelphia Eagles.",1
Police look for a woman who broke into pop star George Michael's north London home earlier this month.,0
"AP - Carolina kickoff returner Rod Smart, aka ""He Hate Me,"" injured his left knee on a kickoff return in the second quarter of the Panthers' game against the Atlanta Falcons on Sunday.",1
PAULA RADCLIFFE last night paid tribute to the  quot;incredible support quot; which helped her overcome her Olympic nightmare. Radcliffe fought back from her Athens heartbreak to win the New York Marathon ,1
"AP - U.S. Defense Secretary Donald Rumsfeld met Saturday with Panamanian President Martin Torrijos and expressed support for regional security agreements aimed at reducing drug trafficking, terrorism and other threats in Latin America and the Caribbean.",0
DALLAS -- Two games in two days in a pair of sold-out arenas and the Sonics are now two-for-Texas after they beat the Dallas Mavericks 107-102 last night at American Airlines Center.,1
"Gov. Arnold Schwarzenegger on Friday threw his support behind a bill to dramatically increase the number of California homes using solar power, reviving a legislative effort that seemed all but dead last week.",2
" NAIROBI (Reuters) - Ethiopian-backed warlord Abdullahi  Yusuf was elected Somali president by lawmakers on Sunday,  officials said, in the 14th attempt in a decade to restore  government to the lawless African country.",0
"BusinessWeek Online - Mike Lazaridis and James L. Balsillie, the co-CEOs of Research in Motion Ltd. (RIM.) (RIM), have plenty of reason to feel on top of the world. After 20 years spent in the quiet university town of Waterloo, Ont., developing technology to deliver wireless e-mail, their BlackBerry gizmo is an outright phenom. What the iPod is to mobile music lovers, the BlackBerry is to workers on the go. For the fiscal year ending in February, company sales should more than double, to  #36;1. ...",3
"Defense -- a foreign concept to Wake Forest last season -- was the key in the Deacons #39; raucous, season-opening 97-76 men #39;s basketball victory Monday against George Washington at Joel Coliseum.",1
"New measures to fight crime and drugs are expected to be at the heart of the Queen #39;s Speech on Tuesday. The creation of national ID cards, new measures against  quot;yobs quot; and drug tests for minor offenders are set to feature.",0
"FALLUJAH, Iraq : The US military said it had launched two air raids overnight on the rebel-held Iraqi flashpoint town of Fallujah, but it was not immediately clear if there were any casualties.",0
"Kananaskis Country will take on a Tour de France feel Sept. 26 as its perennial champion, Lance Armstrong, leads a swarm of cyclists through the Rockies.",1
(Sports Network) - The Anaheim Angels will try to get back on the winning track and break an 18-inning scoreless drought when they open up a crucial three-game set against the Seattle Mariners tonight at Angel Stadium.,1
WELLINGTON (Dow Jones)--Prime Infrastructure Group (PIF.AU) could still change the terms of its controversial takeover bid for Powerco Ltd.,2
Delta Air Lines' pilots union said last night it had reached a tentative pact on concessions that could save the struggling carrier from bankruptcy.,2
DENVER -- A federal appeals court has refused to reinstate the discrimination lawsuit brought by former US Olympic Committee drug czar Wade Exum.,1
"NEW YORK - Traditional phone systems may be going the way of the Pony Express. Voice-over-Internet Protocol, technology that allows users to make and receive phone calls using the Internet, is giving the old circuit-switched system a run for its money.",3
"Disappointments abound across business lines. Apparently, it is time for a change.",2
"Lycos UK has withdrawn its anti-spam screensaver download from its portal following criticism that the vigilante-style programme had been too successful against spammers websites, shutting down a range of sites.",3
 MOSCOW (Reuters) - President Vladimir Putin gave his  blessing on Friday for state energy firms to bid for oil major  YUKOS' assets if bailiffs put them up for sale to recover a  huge back-tax bill.,2
"AP - A new penal code approved by Venezuela's Congress would stiffen prison sentences for slander and libel, drawing criticism from opponents of President Hugo Chavez.",0
Reuters - U.S. stocks are set to open lower on\Monday with oil prices climbing higher and Wall Street on edge\as the Republican National Convention gets underway in New York\City amid heightened security concerns.,2
"AP - For the first time, scientists have created a genetic map of a cow, providing researchers a new tool to reduce animal disease and improve the nutrition of beef and dairy products, the Agriculture Department announced Wednesday.",3
"AFP - Defeated Democratic presidential candidate John Kerry has hinted that he could make another run for the White House in 2008, press reports said.",0
"LAS VEGAS - The major U.S. regional carriers want to leapfrog cable operators with advanced video services over IP (Internet Protocol), and expected upcoming U.S. Federal Communications Commission (FCC) rulings may help pave the way for those roll-outs.",3
" WASHINGTON (Reuters) - U.S. retail gasoline prices fell to  their lowest level in three months and the cost of diesel fuel  dropped below \$2 a gallon for the first time in 12 weeks, the  Energy Department said on Monday.",2
The Football Association has revealed England #39;s players refused to talk to the media after their win in Poland in protest at criticism aimed at them.,1
"On a recent political round table on CNN, Ann Coulter took a swipe at Canadians, saying that we should consider ourselves ""lucky that we are allowed to exist on the same continent"" as the US.     Alright, Ann, this isn't the first time that an American has denied our right to exist. It's been going on for most of US history. But let's say, for the sake of argument, that we exist at the USA's continued sufferance. If we're that much trouble, why not do what your implications in those statements suggest.    Invade. You're bound to do better than you did before.    Just remember that last time, someone  burned the White House down.",3
"The parishioners at St. Brendan Catholic Church in Bothell got a shock this weekend: Instead of delivering a typical sermon, the Rev.",2
"The peak time for dates from hell in New York City is Friday at 8 p.m. - judging by the cell phone calls delivering emergency excuses to bolt. Truth is, they're fake ""rescue"" calls - now being offered by two cell phone providers, Cingular Wireless and Virgin Mobile USA.",3
Decision exempts Vonage from Minnesota state telephony laws.,3
"But that #39;s OK. Because after a 31-14 rout of the St. Louis Rams, they can #39;t be called total losers either. It was a whole team effort, #39; #39; said quarterback Jay Fiedler ",1
 BELGRADE (Reuters) - Serbs went to the polls in local  elections on Sunday in the first test of voter opinion since  they chose pro-Western President Boris Tadic in June.,0
"A ray of second-quarter sunshine is overshadowed by clouds on the horizon, according to Gartner.",3
"ABECHE, Chad, Sept 26 (AFP) -- The Sudanese government has seen the writing on the wall and is likely to grant some autonomy to the violence-wracked Darfur region but the rebels should now do their bit to end the world #39;s worst humanitarian crisis, UN High ",0
Police in the Netherlands have arrested two men who allegedly called for the beheading of a Dutch politician in the name of Islam.,0
"  SANTO DOMINGO, Dominican Republic, Sept. 18 -- Tropical Storm Jeanne headed for the Bahamas on Saturday after an assault on the Dominican Republic that killed 10 people, destroyed hundreds of houses and forced thousands from their homes.",0
InformationWeek takes a behind-the-scenes look at patch-management software maker Shavlik Technologies the day Microsoft unleashes a flood of security patches.,3
"NEW DELHI, Dec 3: Russian President Vladimir Putin on Friday expressed his opposition to veto powers for India or any other country seeking to become member of a revamped UN Security Council.",0
AP - A senior Saudi official rejected on Friday a suggestion that his government was lax in pursuing Saudi nationals who provide money to Iraqi insurgents or terrorist groups.,0
"LAS VEGAS, United States (AFP) - The oddsmakers have labelled Vitali Klitschko a strong favourite to defend his WCB heavyweight title but the scars over his left eye may be the biggest equalizer for challenger Danny Williams.",1
Rogers Wireless Inc. is in talks with Microcell Telecommunications Inc. about a possible takeover and has asked the competition watchdog to give its advance blessing - just in case.,2
"UK regulators said Royal Dutch/Shell Group, Europe #39;s second-largest oil company, was guilty of unprecedented misconduct #39; #39; in overstating reserves that led to fines of \$151.",2
"Canadian Press - HALIFAX (CP) - It's time for U.S. President George Bush to begin repairing the rift with Canada and other countries opposed to the war in Iraq, says former prime minister Brian Mulroney.",0
"DAMASCUS, Syria -- A car bomb killed a leader of the militant group Hamas in Damascus on Sunday. Police at the scene of the explosion were seen retrieving pieces of the body of Izz el-Deen Subhi Sheik Khalil.",0
A late equaliser from Pape Bouba Diop gave Fulham a 1-1 draw at home to Manchester United on Monday and prevented Alex Ferguson #39;s team from moving back into to the thick of the Premier League title race.,1
 ZURICH (Reuters) - Venus Williams came through a stiff test  against Serbian schoolgirl Ana Ivanovic on Thursday to book her  place in the Zurich Challenge quarter-finals.,1
"NEW YORK - Today at the UBS Global Life Sciences Conference, AtheroGenics was met with pointed skepticism over trial results for its drug, AGI-1067.",2
Mark Loretta hit a bases-loaded sacrifice fly in the bottom of the 10th to lift the San Diego Padres a 4-3 win over the San Francisco Giants in National League action on Wednesday.,1
"Dow Jones  amp; Co., publisher of the Wall Street Journal, says it has agreed to buy online news site MarketWatch Inc. in a \$519 million deal that widens its Internet audience.",2
"Boston Red Sox slugger David Ortiz, right, and Manny Ramirez watch a fly ball hit by Ramirez during batting practice for the upcoming American League Championship Series, Monday, Oct. 11, 2004 at Yankee Stadium in New York.",1
"NEW ORLEANS -- Another blowout loss left New Orleans owner Tom Benson furious and wondering whether his team belonged in the NFL. Reuben Droughns rushed for 166 yards and a touchdown, Jake Plummer threw for ",1
" WASHINGTON (Reuters) - The U.S. Food and Drug  Administration plans to update antidepressant labels to reflect  studies that suggest a link between the drugs and suicide in  youths, but remains cautious about the strength of such ties,   according to documents released on Friday.",2
Books from some of the world #39;s largest academic libraries are to be scanned and made instantly searchable by Google. The internet search engine has revealed plans to scan the whole of Michigan and Stanford ,3
"Kosuke Kitajima won the men #39;s 200 metres breast stroke final at the Athens Olympics early this morning, but Australia #39;s Jim Piper was disqualified. ",1
"EAST LANSING, Mich. -- Notre Dame #39;s 28-20 victory over Michigan last Saturday set off a huge celebration as thousands of students joined the Irish players on field to form an impromptu mosh pit.",1
"Benjamin Raich of Austria held off teammate Rainer Schoenfelder and Giorgio Rocca of Italy on Sunday to win the first slalom of the World Cup season, while overall leader Bode Miller skied out for a second straight race.",1
Some people may be wondering just how well Kmart and Sears will compete against Wal-Mart as parts of the same company.,0
"Reuters - Olympic officials are seething at a\campaign ad for President Bush which, they say, hijacks the\Olympic brand.",0
One major shareholder says it won't touch Oracle's latest offer. Another says it likes the price. Who'll prevail?,3
"Ideal for barebone laptops, apparently",3
"There #39;s a new CFO in town at Red Hat Inc., and while the company continues to be perceived as one of the leading Linux providers, he #39;s got his work cut out for him when it comes to restoring investor confidence.",3
"WELLESLEY -- For the sixth year in a row, Andover claimed the MIAA State Swimming  amp; Diving Championships.",1
"Samsung today unveiled a small, low-power multimedia memory card (MMC) designed for mobile phones. At just 12 x 14 x 1.1mm, Samsung #39;s MMCmicro device is one-third the size of today #39;s common reduced-size multimedia cards.",3
"Washington, DC (Sports Network) - The District of Columbia Council approved legislation to finance construction of a new ballpark for the Washington Nationals on Tuesday, but the team might have to come up with some money to build it.",1
"It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway. NASA and Boeing are planning to make this fantasy a reality.",3
"Two suicide bombers killed five people, including three US nationals, on Thursday in one of the bloodiest attacks inside Baghdad #39;s fortified Green Zone, and America #39;s top enemy in Iraq claimed responsibility.",0
"All the retirement talk has stalled for Lindsay Davenport. Eighteen straight wins, four consecutive tournament titles, and a personality and tennis game that have dominated this week #39;s Western  amp; Southern Women #39;s Open.",1
The union for United Airlines flight attendants promised Friday to fight the company over every dime of its plan to impose an additional \$725 million ,2
"Reuters - The illicit trade in tiger and leopard\skins has reached alarming proportions, posing a serious threat\to the survival of the big cats, a conservation group said\Wednesday.",3
"AP - Recording companies looking to wring more profits out of music sales are hoping to sell retailers on a new hybrid disc. On one side is standard CD audio; on the other, the enhanced sound, video and other media capabilities of a DVD.",3
HP IS TO release the final Alpha processor on Monday bringing to an end the chip that had a cult following for the last 14 years. ,3
1540CET-- The European Union ambassadors have agreed to recommend lifting the EU bloc #39;s arms embargo on Libya following pressure from Italy and ,0
"TORONTO -- Royal Bank #39;s RBC Insurance is selling Liberty Insurance Services Corp., its US business process services division, to IBM Corp.",2
"Just days after it announced deep job cuts in Europe, the General Motors Corporation is battling a wildcat strike at one of its biggest German auto plants, and a threat of wider disruptions.",2
We will soon get more singles off the net than from the shops - and Apple #39;s iPod is leading the way. James Hall reports. It #39;s Wednesday lunchtime on London #39;s half-empty Regent Street and the sleek new store ,3
I've been explaining quite a bit of late about a new federal law that allows banks to convert your checks to digital images.,2
"QXL Ricardo, the UK's version of internet auction site Ebay, scores a victory in its bid to win back control of its ""stolen"" Polish arm.",2
"President Bush announced Monday the nomination of Kellogg Co. Chairman and CEO Carlos Gutierrez to be secretary of Commerce, calling him  quot;an experienced manager and an innovative ",2
"ELEANOR HALL: Hundreds of French reinforcements have been sent to stop escalating violence in Ivory Coast. On the weekend, thousands of demonstrators took to the streets of the commercial capital Abidjan to ",0
"A US Embassy spokesman said Tuesday that an American, a Nepalese, a Filipino and an Iraqi remain hostages after a kidnapping raid Monday night in Baghdad.",0
"A technology that delivers internet audio programs directly to iPods and other MP3 players, podcasting is gaining a following among people who can't listen to their favorite shows when they're live. By Daniel Terdiman.",3
"Mortgage giants Freddie Mac and Fannie Mae receive special government perks that yield few benefits for society at large, but create significant potential social costs, according to a new report by the Cato Institute.",2
"Wasting little time in its search for a new football coach, Notre Dame will meet with Utah Coach Urban Meyer on Thursday.",1
"US businesses added 96,000 jobs to payrolls in September, the government has reported, a weaker-than-expected total that is expected to sharpen a presidential debate later in the day over the economy #39;s direction.",2
" ATHENS (Reuters) - Venus Williams's bid for a second  successive Olympic doubles tennis gold ended on Monday when she  and stand-in partner Chanda Rubin lost 7-5, 1-6, 6-3 to Chinese  eighth seeds Li Ting and Sun Tian Tian in the first round.",1
DAVID HARDAKER: Celebrations have continued in Italy overnight following the homecoming of the two Italian aid workers who were taken hostage in Iraq three weeks ago.,0
"NOVEMBER 22, 2004 (IDG NEWS SERVICE) - PeopleSoft Inc. won #39;t discuss a sale to Oracle Corp. for a price of \$24 per share, the company #39;s board of directors told Oracle CEO Larry Ellison in a letter on Saturday.",2
The Nairobi residence of the newly elected Somali president is reportedly attacked by unknown gunmen.,0
A Palestinian delegation headed by the chairman of the Palestine Liberation Organization PLO Mahmoud Abbas is to start a visit to Syria today.,0
Technology to Drive Changes in Search Engine Marketing\\The coming years will be much more interesting as the business of search transits from its adolescence into adulthood. Search engine marketing has matured and is now viewed as an important component in mainstream marketing. The environment is going to change becoming more ...,3
"Top Internet service providers began a second coordinated legal blitz against spammers yesterday, filing seven lawsuits under the CAN-SPAM Act.",3
"Dwight Phillips of the United States proved he is the best long jumper in the world this year, winning the men #39;s final tonight with a massive first leap of 8.59 meters at the Olympic Games here on Thursday.",1
Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,0
"AP - The Chinese were consuming fermented beverages  #151; possibly wine  #151; as long as 9,000 years ago, according to scientists who used modern techniques to peer back through the mists of time.",3
"AP - Alarmed by software glitches, security threats and computer crashes with ATM-like voting machines, officials from Washington, D.C., to California are considering an alternative from an unlikely place: Nevada.",3
"Executives at the British operations of Marsh  amp; McLennan, the world #39;s largest insurance broker, breathed a sigh of relief yesterday after law firm ",2
"Chelsea chief executive Peter Kenyon has criticised the seven-month ban handed out to Adrian Mutu, claiming the FA had shown themselves to be  #39;weak over the issue of drugs #39;.",1
Several Half-Life 2 users who finally got the long-delayed game into their hands yesterday got exactly what they didn #39;t want--more delays.,3
"AP - Federal regulators proposed a record indecency fine of nearly  #36;1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America"" that included graphic scenes from bachelor and bachelorette parties.",0
This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.,3
"Two US soldiers, including one from Carson, have been charged with murder in the death of an Iraqi civilian, the 1st Cavalry Division announced Monday.",0
An independent researcher finds an Internet Explorer vulnerability that could turn drag-and-drop into drag-and-infect.,3
"The farms served by the Central Valley Project, the country's largest irrigation system, get about 20 percent of California's water supply.",3
Microsoft Corp. said it is cutting a net total of 49 jobs from its Windows Server division as part of a shift to more automated software testing and changes in the way it produces technical documents.,3
"Reuters - President Bush tried to help break a\deadlock in the Northern Ireland peace process on Friday,\telephoning Protestant leader Ian Paisley as negotiations\ground on in London and Belfast.",0
"BAIKONUR, Kazakhstan -- A Russian rocket carrying a new Russian-US crew to the international space station lifted off from the Baikonur cosmodrome early today.",0
"Bloomfield Hills, MI (Sports Network) - Colin Montgomerie teamed with Padraig Harrington Friday morning to defeat Tiger Woods and Phil Mickelson 2  amp; 1 to the lead European squad to a 3 1/2 - 1/2 lead after the morning fourball matches at the 35th Ryder Cup ",1
"UNITED NATIONS - President Bush delivered an unapologetic defense of his decision to invade Iraq, telling the United Nations Tuesday that his decision ""helped to deliver the Iraqi people from an outlaw dictator."" He appealed to the world community to join together in supporting the new Iraqi interim government.    Bush's speech to the U.N...",0
"Air New Zealand said on Tuesday the Australian Competition Tribunal had approved a proposed alliance with Australia #39;s Qantas, despite its rejection in New Zealand.",2
" CHICAGO (Reuters) - Avon Products Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AVP.N target=/stocks/quickinfo/fullquote""&gt;AVP.N&lt;/A&gt; on Friday  posted a 33 percent increase in third-quarter profit, but  continued concerns over weakness in the United states pushed  the stock 7 percent lower.",2
"The launch of the Russian spacecraft carrying a replacement crew for the international space station was delayed for the second time in two weeks Tuesday, raising questions about whether ",3
"A Palestinian teenager laden with explosives walked into a crowded outdoor market and blew himself up Monday, killing three Israelis, wounding 32 and scattering bloody vegetables and spices along the ground.",0
AP - Manchester United's largest fan group is launching a registration drive to stop U.S. businessman Malcolm Glazer from buying the Premier League club.,1
"WASHINGTON - President Bush isn't the only world leader facing doubts about his handling of the war on terror. People in Australia, Italy and Britain also harbor reservations about how well their nation's leaders are holding terrorists at bay...",0
"The appliance maker freezes pay and asks workers to quit, but rewards its executives with stock options.",2
"Eastern Germany sees more mass protests over welfare cuts, with smaller rallies in western cities.",2
"Technology which could help produce a nuclear bomb has gone missing in Iraq since the invasion, the UN warns.",0
"Intel added a faster Pentium M processor speed-grade to its Centrino chip-set bundle for laptops onn Wednesday (Oct. 20). The Pentium M 765 runs at 2.1-GHz, packs 2-Mbytes of level 2 cache, and uses Intel #39;s ",3
Scotland manager Berti Vogts declared he does not expect to be sacked following Saturday #39;s 1-0 home defeat at the hands of Norway.,1
"Sep. 03, 2004 From the September 06, 2004 CRN. Microsoft #39;s decision to cut WinFS out of the Longhorn Windows client upgrade for 2006 is causing a crisis of confidence in the channel.",3
"AFP - Hoaxers imitated the BBC news website on the Internet, including a fake announcement that King Carl XVI Gustaf of Sweden had been assassinated in Athens while attending the Olympic Games, according to reports.",0
Bangkok (VNA) - The Vietnamese Government has shown its determination in the fight against the illegal trade in wild animals and plants as well as its goodwill in the implementation of the Convention on International Trade in Endangered Species (CITES) by ,3
"Google, the world #39;s most popular search engine announced the launch of a beta desktop search utility application that goes beyond basic web search.",3
"Formula One champion Michael Schumacher escaped uninjured yesterday after a high-speed crash during a testing session. Schumacher #39;s Ferrari was seriously damaged in the crash, which was ",1
 NEW YORK (Reuters) - It is back to business for U.S.  initial public offerings and time to see if the market for new  issues can pull out of its end-of-summer slump.,2
"The Ministry of National Defense said yesterday 2,800 South Korean troops sent to aid the US-led occupation of Iraq have arrived safely in the Kurdish north of the country.",0
"While Willie Randolph remains the leading candidate to become the next Mets manager, GM Omar Minaya hasn #39;t made a final decision.",1
"The chip maker now expects revenue of between \$8.3 billion and \$8.6 billion due to lower-than-expected worldwide demand for its processors as well as ""customer reductions in component inventory levels.""",3
 CHICAGO (Reuters) - Oil prices closed higher on Friday for  the first time in a week as worries lingered about  supply  disruptions from Iraq even after Thursday's deal between  Shi'ite religious dealers seeking peace in the city of Najaf.,2
The DuPont Co. agreed to a settlement potentially worth more than \$340 million Thursday to resolve allegations the chemical giant contaminated drinking water in West Virginia ,2
" LONDON (Reuters) - The dollar won a reprieve against other  major currencies on Tuesday, bouncing off last week's record  low versus the euro as markets grew cautious ahead of words  from the European Central Bank chief and U.S. data.",2
Kurt Busch is the only driver among the 10 in NASCAR #39;s Chase for the Championship who #39;s done everything right. But he admits that may not be enough to help him win his first championship.,1
Qwest has been under investigation by the SEC and the Justice Department over allegations that it inflated revenue by incorrectly booking network-capacity deals to meet revenue expectations.,3
Intermec Technologies Corp. has suspended a licensing policy for use of its radio frequency identification patents in order to help create one industrywide standard for the technology.,3
"Motorola is working with MasterCard to introduce a ""lifestyle changing"" credit card phone by year's end.",3
"A judge sentenced a former London police officer to 2 1/2 years in prison Monday for spying on Saudi dissidents and others in Britain in exchange for \$25,000 from a diplomat representing Saudi Arabia.",0
"AP - NASCAR star Dale Earnhardt Jr. was knocked out of first place in the Nextel Cup by a slip of the tongue. Earnhardt was docked 25 points and fined  #36;10,000 by NASCAR on Tuesday for cursing during a TV interview after his victory at Talladega Superspeedway.",1
"Ken Caminiti #39;s power hitting, defensive acrobatics, and a rugged appeal that reached even nonbaseball fans made him one of San Diego #39;s premier athletes, and helped lay groundwork for a \$474 ",1
"Labor experts say Unite Here, the newly merged union that is representing the DC hotel workers in their current contract dispute, is one of the most outspoken and toughest unions under the AFL-CIO umbrella.",2
"The last two Egyptian workers of an Egyptian telecom company kidnapped earlier this month in Iraq were released, Dubai-based Al Arabiya television said on Tuesday.",0
Maria Sharapova beats Serena Williams 4-6 6-2 6-4 in the Tour Championships final.,0
has passed a bill obliging the government to continue efforts to develop a nuclear energy programme. Uranium enrichment can be used both for nuclear power and to make atomic bombs.,0
"US troops were seen out on patrol in the northern Iraqi city of Mosul today, following several days of clashes between insurgents and US-led forces.",0
US Defence Secretary Donald Rumsfeld had  quot;enthusiastically quot; accepted President George W Bush #39;s suggestion to stay on in the post.,0
"Fidelity Investments' largest funds voted to oust Michael D. Eisner from the chairman's post at Walt Disney Co., in one of last year's biggest proxy battles, according to voting records the nation's largest mutual-fund firm has made public for the first time.",2
"The stuff that dreams are made of is a chunk of grey matter deep down at the back of the human brain, reveals a study of a rare form of brain damage.",3
"RESCUE workers will know this morning if their attempts to save whales beached yesterday on Maria Island, off Tasmania #39;s east coast, were successful.",0
"Google's new Google Desktop Search tool raises a number of search privacy issues. In this article, we'll look at some of the usual specters of search privacy plus some new things people should consider.",3
" TRIPOLI, Libya (Reuters) - Libya signed a deal Friday to  pay \$35 million in compensation to more than 160 victims of a  Berlin nightclub bombing in 1986, taking another major step  toward ending its international isolation.",0
"AFP - Traditionally staunch Democratic supporters, Jewish voters are thought to be  quot;in play quot; for November's US presidential election, with the potential to swing several key battleground states.",0
To say Daunte Culpepper was a little frustrated watching the Dallas Cowboys run more than 10 minutes off the clock on a single first-half drive Sunday afternoon is an understatement.,1
"THE Thatcher saga took a dramatic twist last night when it emerged a key witness in the police investigation has disappeared, taking with him a list of wealthy individuals who supposedly bankrolled an alleged coup attempt in oil-rich Equatorial Guinea.",0
"Gregg Zaun homers and Orlando Hudson has three hits to lead the Toronto Blue Jays past the Baltimore Orioles, 4-1, on Monday night, snapping the O's four-game win streak.",1
"Ex-general Susilo Bambang Yudhoyono is on course for a landslide victory over incumbent Megawati Sukarnoputri after Indonesia #39;s presidential election yesterday, according to an early forecast.",0
"Discount retailer Fred #39;s Inc. (FRED.O: Quote, Profile, Research) on Thursday said second-quarter profit fell, hit by increased markdowns, higher diesel fuel costs and other factors, sending its shares down almost 19 percent.",2
" GENEVA (Reuters) - Washington and Brussels may have gone  for their guns in a fight over plane subsidies, firing off huge  tit-for-tat cases at the World Trade Organization (WTO), but  analysts say a peaceful deal may yet be done.",2
"SEPTEMBER 03, 2004 (COMPUTERWORLD) - IBM and Honda this week announced that they have jointly developed a hands-free and natural-sounding in-vehicle speech-recognition system.",3
"In the precious milliseconds it took to miss the exchange of an aluminum relay baton, American Marion Jones #39; brave smile gave way to a flood of tears.",1
"Armed men grabbed an Arab-Israeli employee of the CNN news network in Gaza City on Monday, the network says. It was unclear whether the CNN producer, identified as Riyad Ali, was taken away by militants or members of the Palestinian security forces.",0
Britain #39;s Stephen Dodd coped admirably with icy winds and rain to produce a two-under-par 70 and take a three-stroke lead at the midway point of the China Open on Friday.,1
The way to soothe an anxious sheep is to show it a picture of another sheep. British scientists believe that - like humans - sheep need to see a familiar face when they are alone.,3
"ATHENS -- Conquering sweltering heat and a grueling course over steep hills, Japanese long-distance runner Mizuki Noguchi steamed ahead to win the women #39;s marathon gold medal at the Athens Olympic Games on Sunday.",1
"JERUSALEM, 20 October 2004 - Palestinian Authority officials remain doubtful that the Israeli prime ministers plan to withdraw from Gaza will go ahead given the fierce opposition the project has stirred among extreme right-wingers and Jewish illegal ",0
"Two senior pro-democracy leaders jailed in 1995 for distributing anti-government pamphlets were freed in military-ruled Myanmar on Sunday, part of the junta #39;s latest release of more than 5,000 prisoners.",0
