,texts,labels
574,Indian batting stuttered once again as they lost the two opening batsmen cheaply and handed Australia a slight advantage on the second day of the third cricket Test here today.,1
575,NBC #39;s Olympic track and field production and announcing unit needed just three days of competition to show it is one of the network #39;s best groups in Athens.,1
576,"record-setting Hungarian weight lifter was in danger of losing his silver medal yesterday because he failed a drug test, a national Olympic committee spokesman said.",1
577," GAZA (Reuters) - Israeli Prime Minister Ariel Sharon gave  the go-ahead on Thursday for troops to withdraw from parts of  northern Gaza, media reports said, shortly after they killed  the 100th Palestinian in the largest Gaza offensive in four  years.",0
578,AP - Jose Maria Canizares birdied his last hole to complete a 5-under-par 67 and share the first-round lead with Bruce Summerhays and Vicente Fernandez at the Tradition on Thursday.,1
579," The Angels are applauded for making a stand, for sending a message, for demonstrating there are consequences when a player refuses to play the game the way it should be played.",1
580,League leaders Chelsea allowed Bolton Wanderers to recover from two goals down to force a 2-2 draw at Stamford Bridge in one of two major surprises in the Premier League on Saturday.,1
581,Opposition Leader Mark Latham says he is ready for an election campaign if the Prime Minister calls one. Mr Howard flew into Canberra from Launceston yesterday and reportedly spent the afternoon locked in talks with senior advisers.,0
582,"Philosopher Jacques Derrida, founder of deconstructionism, has died aged 74 of pancreatic cancer. Deconstructionism is a kind of critical thinking or mode of analysis.",0
583,Police defused a bomb near Italian Premier Silvio Berlusconi #39;s villa in Sardinia early today shortly after Tony and Cherie Blair ended a visit to the Italian leader. ,0
584,"Oracle has launched new content management software, offering file management, security and event-driven workflows. As expected, Oracle unveiled Files 10g at this week #39;s OpenWorld user conference in San Francisco.",3
585,"AP - Zina Garrison was given a one-year contract to stay on as U.S. Fed Cup captain, while Billie Jean King retired Tuesday as a coach for the team.",1
586,AP - Operating profits slipped 5.5 percent at Cingular Wireless LLC despite gains in both subscribers and revenue in what was likely the last full quarter before the company's completes its  #36;41 billion purchase of AT amp;T Wireless Services Inc.,3
587, LONDON (Reuters) - Oil prices eased from new record highs  on Monday as victory for Venezuelan President Hugo Chavez in a  referendum on his rule eased fears that unrest could upset the  country's oil exports.,2
588,"NEW ORLEANS - Stragglers streamed toward higher ground Wednesday on highways turned into one-way evacuation routes and pounding surf started eroding beaches as Hurricane Ivan roared toward the Gulf Coast with 135 mph wind.    Ivan could cause significant damage no matter where it strikes, as hurricane-force wind extended up to 105 miles out from the center...",0
589,"More than 500,000 notebook power adapters sold by IBM are being recalled to offset the threat of melting plastic and even fire. IBM and the US Consumer Product Safety Commission announced the recall, saying ",3
590," AMSTERDAM/LONDON (Reuters) - Intel and Nokia will jointly  develop smart phones that run on the Symbian operating system,  the two tech giants said on Tuesday, unveiling their first  major cooperative effort in cell phones.",3
591,"Sony has confirmed that its PSP handheld console, due to go on sale in Japan on December 12, will cost only 19,800 yen (100), a lot cheaper than most analysts predicted.",3
592,"MINNEAPOLIS - Kevin Garnett scored a season-high 35 points and added 18 rebounds with nine assists, helping the Minnesota Timberwolves rally to beat the Sacramento Kings, 113-105, last night.",1
593,A beefed-up motor will boost the power of a rocket vying for the \$10 million human space flight prize. SpaceShipOne became the first privately funded craft to carry a person to the edge of space in June.,3
594,"For all the questions raised by last weeks death of Yasser Arafat, one thing is certain: The debate over his legacy is likely to be as polarizing as the conflict that consumed his life.",0
595,"SAO PAULO: The mother of Santos striker Robinho was released unharmed yesterday, 40 days after she was kidnapped at a family gathering.",1
596,"Thousands of protesters marched peacefully through downtown Santiago on Friday, expressing anger at a weekend summit of Pacific Rim leaders, particularly President Bush. But violence later erupted at a rock concert.",0
597,"Anaheim, CA (Sports Network) - The New York Yankees are reportedly closing in on acquiring free-agent starting pitcher Carl Pavano.",1
598,"NOVEMBER 10, 2004 (IDG NEWS SERVICE) - In a bid to further differentiate itself from open-source rivals, Microsoft Corp. yesterday said it will expand its indemnification program to cover the vast majority of its customers.",3
599,Reuters - Hopes of rescuing two small boys\trapped for five days in a jungle cave faded fast on Friday\after contact was lost with the brothers and as the cavern\flooded in overnight rains.,3
600,"Reuters - Oil prices eased on Monday after rebels\in Nigeria withdrew a threat to target oil operations, but\lingering concerns over stretched supplies ahead of winter kept\prices close to  #36;50.",2
601,"United Technologies made a 1.35 billion pound bid for Kidde, but the fire-fighting equipment maker has rejected the offer, saying it undervalues the company.",2
602,AFP - Russian President Vladimir Putin said that Moscow was ready to revive peace talks with Japan that would end their technical state of war dating back to World War II.,0
603,Socceroo goalkeeper Mark Schwarzer says fans should not expect Australia to rout the Solomon Islands in Saturday #39;s first leg of the Confederations Cup qualifiers.,1
604,Lawmakers Saturday approved a \$447 billion 2005 defense spending bill as Congress pushed forward with final actions before adjourning for the elections.,2
605,"PORT-AU-PRINCE, Haiti - Violence erupted again today in Port-au-Prince and the decapitated bodies of two police officers were found, the day after they were killed in a clash with protesters demanding the return of ousted president Jean-Bertrand Aristide ",0
606, NEW YORK (Reuters) - The dollar was mixed on Monday as  dealers grew slightly apprehensive of two key U.S. economic  indicators due on Tuesday.,2
607,Information technology services provider Ciber Inc. said Monday that it will buy a 67 percent stake in German software consultant Novasoft AG from the company #39;s founders in a move to enter the German market.,2
608,An audit of Venezuela #39;s referendum results has confirmed President Hugo Chavez won the poll fairly and found no evidence to support the opposition #39;s claims ,2
609,The Nuggets needed a record-breaking defensive night to make up for a rim- breaking offensive one Monday night in their 76-67 win over the down and depleted New Orleans Hornets at the Pepsi Center.,1
610,"Athens, Greece (Sports Network) - The International Olympic Committee announced today that Ukraine rower Olena Olefirenko, whose team place third in the women #39;s quadruple sculls event, has tested positive for the drug Ethamivan.",1
611,"ONCE again Prince William has come riding to the rescue of the royals, this time on the crest of a wave. At the end of a week that saw his father accused of not wanting people to rise above their station ",0
612,Gareth Southgate fears another Boro backs-to-the-wall display on Sunday -whether Wayne Rooney lines up against them or not. After a battling performance against Czech champions Banik Ostrava on Thursday to ,1
613,"Indonesia #39;s presidential favorite Susilo Bambang Yudhoyono spent part of a three-day break between the campaign and Monday #39;s historic election not resting, but writing.",0
614,Computer gamers from around the planet are gathering in San Francisco for the World Cyber Games.,3
615,"With the latest update to Microsoft Corp. #39;s Windows XP operating system, personal computers join parents, bosses, teachers and spouses as a source of nagging in your life.",3
616,"but not exact d when he campaigned for office. Criticized by environmentalists for owning a gas-guzzler, Schwarzenegger ",2
617,"A win by Democratic challenger John Kerry in next week #39;s US presidential election may give stocks a lift, if history is any guide.",2
618,"A group of California cities and counties on Friday filed a class action lawsuit against Microsoft Corp.(MSFT.O: Quote, Profile, Research) , saying that the world #39;s largest software maker overcharged government agencies for ",3
619,"Cingular Wireless said it has completed its previously announced merger with AT amp;T Wireless Services Inc., creating the US #39;s biggest wireless carrier with the largest digital voice and data network in the country.",2
620,"MEMPHIS, Tenn. - After four opening losses, the Memphis Grizzlies were reeling and irritable. The intensity and fastbreak offense that led them to a franchise-record 50 wins and first playoff appearance last season were missing.",1
621,"With healthy profits and a bankruptcy reorganization nearing completion, Hawaiian Airlines marked its 75th anniversary Thursday with a festive ceremony at its Honolulu airport ticketing lobby.",2
622,"Scott Peterson was found guilty of murder today by a California jury for killing his wife, Laci Peterson, and the couples unborn child.",0
623,"WASHINGTON (Reuters) - The rules on what executives may and may not say during the run-up to launching a company onto the public markets need a  quot;good, hard look, quot; the top US securities regulator said on Wednesday. ",2
624,The National Football League has postponed Sunday #39;s scheduled game between the Pittsburgh Steelers and the Miami Dolphins in Miami due to the threat of Hurricane Jeanne.,1
625,"AP - Former President Clinton dismissed concerns that his decision to campaign for Democratic presidential candidate John Kerry seven weeks after undergoing heart surgery is risky, saying, ""I want to do this."" In an interview Sunday with ABC News, Clinton said he talked to his doctors about it and ""they made some very helpful suggestions.""",0
626,Indias indigenously built Agni II missile was successfully test-fired again from the Defence Research and Development Organisation (DRDO)s missile testing range at the Wheelers Island in the Bay of Bengal off the Orissa coast on Sunday afternoon.,0
627,"The Supreme Court of Chile yesterday stripped Augusto Pinochet, the country #39;s former military dictator, of his immunity from prosecution - opening the way for him to be charged with human ",0
628,"AP - The U.S. Army is preparing for its biggest desertion trial in decades following the surrender of Sgt. Charles Robert Jenkins, wanted for allegedly abandoning his patrol nearly 40 years ago and becoming a North Korean propaganda tool.",0
629,"State police believe alcohol may have played a role in the death of former NFL player Justin Strzelczyk, but said Friday they may never know what pushed him to lead troopers on the highway chase that led to his death.",1
630,"Andy Roddick hopes to use home advantage to the maximum as he begins the defence of his US Open crown next week. Roddick, who opens this year against American ",1
631,"Palestinian officials have disbanded a Gaza security force feared by civilians and under fire by human rights groups in one of the first concrete steps toward security reform in months, says a security official.",0
632,"Gains in workers #39; pay outpaced inflation for the second straight month in August, the government said Thursday in a report suggesting subdued price pressures are helping employees come out slightly ahead.",2
633,"United Nations Secretary, General Kofi Annan, said in an interview with the BBC, that the US led invasion of Iraq was illegal. When asked whether he thought the invasion of Iraq was illegal, Annan replied  quot;Yes, if you wish.",0
634," BEIJING (Reuters) - China has successfully tested a new  guided missile it says is highly accurate, state media said on  Tuesday amid rising tensions with arch-rival Taiwan.",0
635,"Researchers at Cornell University are still sending messages to Mars giving instructions to the rover, Opportunity.  quot;Telling the rover how to point the cameras, and then how to take the images, what kind of ",3
636,NASA will make a second attempt today to set an aviation speed record after an instrumentation problem forced the agency to scrap a planned flight test Monday.,3
637,"US broadband deployment is accelerating as underserved rural and inner city areas gain greater access to new services, according to a government report.",3
