texts,labels
African health workers aren #39;t just being lured away by better salaries in rich countries. They are fleeing squalid and unsafe workplaces and staggering workloads.,2
"In a murder case echoing that of student Marsha McDonnell, police found the body of a young woman bludgeoned to death in Twickenham.",0
" GAZA (Reuters) - The interim Palestine Liberation  Organization (PLO) leader hopes to persuade militants in talks  on Tuesday to halt attacks on Israel to allow a smooth election  for a successor to Yasser Arafat next year, officials said.",0
" HAVANA (Reuters) - Fallen soccer great Diego Maradona will  return to Cuba Monday to be shut away in a mental clinic for  more drug treatment, Argentine diplomats said Friday.",1
NCAA president Myles Brand is urging athletic directors to take a closer look at minority coaching candidates this year.,1
"Finance police have raided the offices of Italy #39;s Olympic organizers for records on the Turin committee #39;s work ahead of the 2006 Winter Games, officials said on Thursday.",1
" NEW YORK (Reuters) - Stock futures pointed to a slightly  higher market open on Tuesday as crude oil prices eased for a  third day, giving hope to investors that costly oil was  loosening its grip on the stock market.",2
" DALLAS (Reuters) - A fare hike that raises tickets by \$5  each way announced by American Airlines earlier this week to  offset record high jet fuel appears to be sticking among other  U.S. airlines, an industry source said on Friday.",2
Manchester City recorded back-to-back Premiership wins for the first time since April 2003 with a well-deserved win over Aston Villa at Eastlands.,1
"Canadian Press - STAVANGER, Norway (AP) - The Norwegian Shipowners Association threatened on Monday to lock out more oil and gas rig workers, a move analysts said could result in a near shutdown of the third-largest petroleum exporter's production and drive world oil prices even higher.",0
" KIEV (Reuters) - Ukraine's prime minister came out fighting  on Friday in the campaign for a re-run of a rigged presidential  election, accusing opposition challenger Viktor Yushchenko of  instigating ""totalitarianism"" against voters.",0
"After a year as Microsoft Corp.'s chief Linux strategist, Martin Taylor has a lot to say about where he sees Linux going and how Microsoft plans to compete with the open-source operating system.",3
"Reuters - Home furnishings retailer Pier 1\Imports Inc.  on Tuesday posted a sharp fall in\third-quarter earnings, but its share price jumped as analysts\had feared worse news.",2
Ordinary people don't need an economics lecture to get a sense of the big global financial issues of the day.,2
"Everywhere they look, uncertainty looms - from the Iraq war to the choice of president to the nation #39;s slow-motion recovery. The cautious outlook has led to cautious action, which could be seen in the fairly ",2
"For months, Colgate executives have been hinting that a restructuring was imminent. Still, the scope of the plan that has been unveiled is larger than many analysts had anticipated and is expected to cost \$550-\$650 million after taxes.",2
A top Palestinian security leader who is a related to Yasser Arafat escaped unharmed on Tuesday when a booby-trapped car exploded near his convoy in Gaza City. The blast came as Israeli Prime Minister Ariel Sharon tried to cobble together a governing team to carry out his plan to withdraw from Gaza next year.,0
Palestinian Foreign Minister Nabil Shaath said Monday that US Secretary of State Colin Powell is expected to visit the West Bank next week to hold talks with the new Palestinian ,0
"Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",3
ST. LOUIS (Ticker) -- Matt Morris tossed his second shutout of the season and Reggie Sanders homered and drove in two runs as the St.,1
"Computer Associates is releasing eTrust PestPatrol Anti-Spyware r5, aimed at consumers and small businesses, and based on technology CA obtained when it bought anti-spyware provider PestPatrol two months ago.",3
Tokyo Stock Exchange Inc. plans a cross-membership agreement with the Singapore Exchange Ltd. to let its 109 member brokerages and Singaporean investors buy and sell equities on both ,2
"AP - Defense Minister Robert Hill traveled to Iraq Saturday to meet with some of the 900 soldiers Australia has stationed there as part of the U.S.-led coalition, the ministry said.",0
"AP - Google Inc.'s recently launched news service in China doesn't display results from Web sites blocked by that country's authorities, raising prickly questions for an online search engine that has famously promised to ""do no evil.""",3
"About 40 percent of U.S. workers in computer and math science have just a high school diploma or associate degree, according to a new report.",3
"Shrugging off the boos and jeers that delayed the start, Shawn Crawford led an American sweep of the medals in the men #39;s 200-metre race yesterday at the Summer Games.",1
"Two weeks after Sudanese authorities and their guerrilla enemies signed a peace deal, a surge of violence is engulfing Darfur.",0
"CARE chief, a Briton with dual citizenship, has worked in Iraq for 30 years. Mortar attack kills five Iraqi national guardsmen and hurts 80.",0
"The war crimes trial of deposed Iraqi leader Saddam Hussein won #39;t begin any time soon because deteriorating security is hampering information-gathering in the case, a senior US official said Friday.",0
" TOKYO (Reuters) - Tokyo's Nikkei edged down 0.33 percent  Monday, falling for a seventh straight session in its longest  losing streak since December 2002 as worries about oil prices  and weaker business sentiment plagued the market.",2
" NEW YORK (Reuters) - Stock investors next week should get  more clues on whether the bull market has long enough legs to  drive gains to year end, as many market pros now expect.",2
" BEAVER CREEK, Colorado (Reuters) - American Bode Miller won  a men's World Cup Alpine skiing downhill on Friday for his  phenomenal fourth victory in five races.",1
"Andy Murray will be biting his nails at a hockey game tonight, even if no one in LA will see it. Keith Carney and Sandis Ozolinsh will be skating in Anaheim but not against the Calgary Flames.",1
"CARACAS, VENEZUELA - More than 100 curators and scientists will gather at a Venezuelan university Thursday to explore how biotechnology can help preserve art and artifacts in tropical climates.",3
AP - President Vicente Fox on Monday promised the relatives of a federal police officer burned alive by an angry mob that he would ensure those responsible for the killing are punished and that police authorities who failed to come to his aid would be investigated.,0
"In a careening, high-speed shootout, insurgents tried to assassinate the commander of the Iraqi National Guard here on Tuesday, a day after he identified a man in ",0
"The first Halo game sold quite a few Xboxes (we know a few Xbox owners who don #39;t appear to play any other titles on their consoles), and Halo 2 clocked \$125 million in sales on its first day in stores.",3
"Cambodia #39;s ailing King Norodom Sihanouk has issued a statement of abdication following nearly a year of self-imposed exile. Citing previous health concerns and a  quot;new and serious ailment, quot; the long-ruling ",0
Rewriteable version of the next-gen DVD format moves closer to mass production.,3
"Clifford Robinson scored a season-high 25 points, Jason Richardson had a key follow dunk in the final minute and Golden State snapped a 12-game losing streak in Dallas.",1
"Julius Williams is a well-mannered student at East Boston High School by day. Once he steps into his phone booth and straps on his cleats and shoulder pads, he becomes a superhero to Jets fans and a formidable foe to opponents. Williams and the rest of the Eastie squad grinded until there was no mud left in Charlestown yesterday afternoon ...",1
"Arab governments have reminded US President George W. Bush of his commitment to Middle East diplomacy, in the hope a second Bush administration will pay more attention to one of their top priorities.",0
Microsoft Chairman Bill Gates chats with Berkeley students about everything from open source to malaria to the next Xbox.,3
Lara Carroll has qualified fastest for the final of the women #39;s 200m individual medley at the World Short Course Championships in Indianapolis.,1
"NewsFactor - Intel has introduced a third-generation Itanium 2 into the market, but Microsoft (Nasdaq: MSFT) has noted that its Windows Server 2003 Compute Cluster Edition will not run on servers with the chip.",3
"A lieutenant of Iraq's most feared insurgent leader, Abu Musab Zarqawi, was captured this week, the country's national security minister said Thursday.",0
"The final cost of modernising NHS IT systems could reach 31bn - five times the declared figure, a report says.",3
"If Y2K is remembered for getting companies to buy new hardware and upgrade old software, the latest driver of change, Sarbanes-Oxley, will be remembered for democratizing information and making accountability a companywide responsibility. Its reporting requirements make it mandatory that businesses hold everyone's feet to the fire.",2
"The North Carolina Tar Heels put their lackluster first half behind them. Then they did the same to Villanova. After scoring just 25 points in the first half, the No.",1
Titans tight end Erron Kinney strained his left calf in the fourth quarter against the Jacksonville Jaguars on Sunday. Kinney was hurt after Steve McNair threw an incomplete pass to the end zone for receiver Drew Bennett.,1
"Umesh Patel, a 36-year old software engineer from California, debated until the last minute.",3
"com November 8, 2004, 2:46 PM PT. Wired  amp; Wireless continues its reign as the top IT priority among IT managers due to widespread IP telephony deployment and other network infrastructure upgrades.",3
AP - The Boston Red Sox took a 2-1 lead over the Anaheim Angels in the third inning of their AL playoff game Friday.,1
"Hosts Germany will open the 2006 World Cup in Munich on June 9, it was confirmed on Wednesday following a FIFA meeting in Zurich. German national coach Jurgen Klinsmann initially ",1
"SAN JOSE, Calif. - Apple Computer Inc. rolled out a new iPod Tuesday that allows users to view and share photos as it opened nine new iTunes music stores in Europe, spurring its rivalry with Microsoft Corp.",3
"Afghan President Hamid Karzai met with Pakistani President Gen. Pervez Musharraf on Monday for talks on economic cooperation and fighting terrorism, a foreign ministry official said.",0
Will invest \$30 million on bringing software developers in five Asian countries into their fold.,3
One of the US soldiers charged in the Iraq #39;s Abu Ghraib prisoner abuse scandal says he will plead guilty to some of the charges.,0
"It is uncertain just how history ultimately will judge Yasser Arafat, the erratic but charismatic Palestinian leader who died this week in Paris at age 75.",0
"Coming into the season, the Detroit Lions were well-known for their futility in foreign stadiums. The unlucky number was 24, as the Lions hadn #39;t won on the road since 2000.",1
"AP - At least 4 million Ethiopians would die each year without food aid, a British aid group said Monday, marking 20 years since a devastating famine killed more than half a million people in the impoverished country.",0
"Alan Greenspan, Federal Reserve chairman, said yestedray that the wave of US bank mergers since 1995 had increased the stability of the financial sector.",2
"As a writer, I am certainly appreciative of the fact that fighters are not crude, monosyllabic imbeciles. Indeed, the volume, quality and variety of their articulated expressions ",1
"New tests show that the blood of Viktor Yushchenko, a Ukrainian presidential candidate, contains the second-highest level of dioxin poisoning ever recorded in a human - more than 6,000 times the normal concentration, according to the expert analyzing the ",0
AP - Tracy McGrady needed only 35 seconds to turn a sure loss into an improbable win and a listless 20-point night into one of the league's most memorable clutch performances.,1
The former Senate majority leader joined a growing chorus of Republicans criticizing the Pentagon chief's failure to call for more troops in Iraq and to properly equip troops.,0
"It lubricates all our lives. But can we live without the black stuff, asks Heather Stewart. Sky-high oil prices are already taking their toll, eating into consumers #39; spending power and squeezing corporate margins ",2
S. Korea #39;s secret tests reveal its ability to develop nuclear arms in a region where other nations may have similar ambitions.,0
Much of the U.S. strategy in Iraq has become balancing a military campaign with diplomatic maneuvering and economic assistance.,0
" NEW YORK (Reuters) - International Business Machines Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt; on Monday posted a flat quarterly net profit, weighed  down by a legal settlement, but said fourth-quarter results  would be better than expected, and its shares rose 2.3 percent.",2
"Telstra has launched Wi-fi roaming with five international wireless broadband operators giving Telstra customers travelling abroad access to WiFi hotspots in the UK (BT Group), USA (T-Mobile USA), Japan (NTT DoCoMo), Singapore (StarHub) and Malaysia (Maxis ",3
The New York-based Association of Importers of Textiles and Apparel argued the government #39;s Committee for the Implementation of Textile Agreements accepted petitions by textile makers based on arbitrary factors.,2
"In the midst of tragedy, a wife asks if it is possible to retrieve and store some of her husband's sperm after his death.",3
OPPOSITION Leader Mark Latham is undergoing further tests at Sydney #39;s St Vincent #39;s Hospital after being diagnosed with pancreatitis. ,0
"There was no debate that Vijay Singh was No. 1 in golf this year, but John Daly grabbed his share of the spotlight with his resurgence in play and popularity.",1
"The number of people claiming unemployment benefit last month fell by 6,100 to 830,200, according to the Office for National Statistics.",2
Six Ways To Create a Keyword-Rich Domain Name\\An effective domain name can help to brand your site. It can also communicate to your customers the types of products you sell online. An easy to remember domain that describes your services should be the goal of every site owner. Here are ...,3
"Artemis International Solutions has developed software that supports IT portfolio management, project management, activity-based costing and balanced scorecard activities.",3
"AP - The two candidates vying to fill South Carolina's open Senate seat both pledged Sunday to fully arm American troops in Iraq, as the Army investigates the refusal of a South Carolina-based platoon to go on a convoy mission because their trucks were unarmored.",0
"Three UN hostages seized by militants in Afghanistan have appeared in a video shown by the Arabic television channel al-Jazeera. The three seemed in good health in the video, in which their kidnappers called ",0
"The nation #39;s banks are heavy users of the complex financial contracts at the heart of Fannie Mae #39;s accounting woes, but bank regulators and financial experts said banks likely will avoid Fannie #39;s troubles.",2
"Kidnappers of three UN workers in Afghanistan said on Wednesday the government had agreed to terms for their release, despite indications from Afghan and US officials that a compromise was not possible.",0
US media group Time Warner withdraws its bid for movie studio Metro-Goldwyn-Mayer after failing to agree a price.,2
Reuters - Ukraine's outgoing president and\opposition appeared deadlocked on Tuesday after the collapse of\a tentative deal intended to smooth a rerun of elections\annulled because of fraud and defuse weeks of turmoil.,0
NEW YORK - Boston Red Sox pitcher Pedro Astacio and New York Yankees pitcher Brad Halsey were each suspended Tuesday for three games and fined an undisclosed amount by Major League Baseball after being ejected from Boston #39;s 11-4 win over the weekend.,1
A Xavi Hernandez volley six minutes from time fired Barcelona to a 2-1 away win over Albacete and extended their lead at the top of the Primera Liga to 12 points over second-placed rivals Real Madrid.,1
"Three explosions shook three Egyptian Sinai resorts popular with vacationing Israelis, killing at least 30 people and wounding 100.",0
Millions of origami paper cranes yesterday rained down upon Thailand #39;s three violence-torn southern provinces in an extravagant government-sponsored gesture aimed at bringing peace to the predominantly Muslim region.,0
The commander of the biggest US military hospital abroad said Tuesday that American troops body armor and speedy evacuations appear to be helping save lives in the ,0
"Three children have been killed by a landmine in Pakistan #39;s tribal region of South Waziristan, officials say. The children, including two brothers and aged between nine and 13, triggered the mine near the main town of Wana, they said.",0
During most of last Thursday Yasir Arafat wouldn #39;t hear of leaving his West Bank headquarters for medical treatment abroad. Though he #39;d lost consciousness the day before and couldn ,0
"The Pentagon backed off its threat to withold its monthly payment of about \$60 million a month from a Halliburton subsidiary, which provides services for troops.",2
Residents packed the District of Columbia Council chambers Thursday to praise or pan the mayor #39;s \$440 million proposal to refurbish RFK Stadium and build a new ballpark for the Montreal Expos.,1
Sony is having trouble meeting soaring demand for flat televisions as its assembly lines did not gear up quickly enough.,3
"Sports India, Cricket: New Delhi, Dec 11 : After 15 years in international cricket and having overcome serious toe, ankle, back and elbow injuries, batting maestro Sachin Tendulkar Friday equalled Sunil Gavaskar #39;s world record of 34 centuries - and ",1
"PALO ALTO, CALIFORNIA -- Microsoft may make more large acquisitions than it has done historically and become a more distributed company as opposed to moving key employees to its Redmond, Washington, headquarters, Chief Financial Officer John Connors said ",3
The company's revenue and earnings are just two reasons to like this stock.,2
Flawed software code used by numerous Microsoft applications to render images mean that a specially constructed image file could hijack a computer or spread a virus.,3
"AFP - The situation in Sudan's war-torn western region of Darfur ""has not changed much"" and the United Nations wants action not words, UN envoy to Sudan Jan Pronk was quoted as saying in the Sudanese press.",0
Ziff Davis - Microsoft is out to capture NetWare customers before they have a chance to migrate to Linux.,3
NEW YORK (Ticker) - Evander Holyfield wanted to retire back on top. The New York State Athletic Commission apparently had other ideas.,1
"As of Friday, an MSN search (beta.search.msn.com) for the phrase  quot;more evil than Satan quot; returned the Google home page as the first result.",3
"At least 10 people have been killed and at least 18 others wounded after a bomb exploded near an army truck in Quetta, southwestern Pakistan, police and hospital sources say.",0
 NEW YORK (Reuters) - The Davids of the stock market are  beating the Goliaths again.,2
"The Nikkei average rose 1.37 percent at the opening on Monday as a recovery in US stocks encouraged investors to seek bargains among lagging issues, including Canon Inc.",2
"US Secretary of State Colin Powell arrives in Seoul today for a two-day visit, after rejecting a North Korean overture to resume the six-party nuclear talks if the US rewards it for freezing its nuclear activities.",0
"What The Associated Press described as test pilot Michael Melvill #39;s  quot;corkscrewing, white-knuckle ride quot; on the first leg of SpaceShipOne #39;s successful attempt to win the \$10 million X-Prize, was actually a remarkable rendition of what generations of ",3
"A particularly sinister form of fault may lie beneath Marin County and could trigger an earthquake of up to 6.5 magnitude, perhaps during this century, scientists plan to report at the American Geophysical Union conference Thursday.",3
"Colgate-Palmolive, the consumer products company, said yesterday that it would close about a third of its factories and cut more than 4,400 jobs over the next four years as part ",2
"Reuters - TheStreet.com Inc. , the\financial news and commentary Web site, may be up for sale,\according to a report in Business Week, sparking a 7 percent\rise in its shares.",3
"Ford Motor Co. reported Wednesday that the company had a 5 percent decline in sales during October, including declines in sales of each of the three lines of sport-utility vehicles that are made in Louisville.",2
"The third-quarter losses loomed largest at Delta Air Lines Inc., which faces bankruptcy unless it can quickly win concessions from its pilots and debt holders.",2
"GOLDEN, COLORADO -- Any high hopes of sustaining expeditions on the Moon, Mars or beyond will depend on getting  quot;down and dirty quot; on those worlds -- in the form of using on-the-spot resources.",3
"Interest rates are on the way up but borrowers who have been biting their nails in anticipation of a rise can rest easy - until after the federal election, at least, when the sharemarket is also likely to move higher.",2
"AP - In an Oval Office ceremony, Porter Goss was sworn in Friday to head the CIA and lead an intelligence community which has faced intense criticism for failures and faulty information prior to the Sept. 11, 2001, terrorist attacks and the Iraq war.",0
LONDON - Arsenal manager Arsene Wenger has praised Thierry Henry #39;s speed of thought after the striker stroked home a quick free-kick that helped champions Arsenal to a 2-2 draw against Premiership leaders Chelsea at Highbury last night.,1
The United States urged North Korea Tuesday to stop boasting about its nuclear weapons capability and return to the negotiating table to resolve the nuclear crisis in the Korean peninsula.,0
General Motors aims to restructure its loss-making European operations without resorting to involuntary redundancies or shuttering any ,2
"Natalia Rudiak of Carrick could not figure out why her trusted laptop was acting sluggish and sometimes unresponsive. Then it crashed, and she was forced to find ",3
"(Hartford-WTNH, Oct. 5, 2004 12:01 PM) _ A UConn basketball player is in the hospital in critical condition at this hour. Freshman AJ Price was admitted to Hartford Hospital Monday.",1
" WASHINGTON (Reuters) - Delta Air Lines &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt; said on  Wednesday its auditors have expressed doubt about the airline's  financial viability.",2
"Verizon will use Linksys phone adapters for its VoIP service, as the market for placing calls over the Net picks up momentum.",3
AP - The biotechnology revolution is shaking up the pet world.,3
"About 32 million people in the US read a blog in 2004 but less than half of Americans know what a blog is, says a survey.",3
"(Sports Network) - Curt Schilling #39;s career postseason record is 5-1, and when you consider his ERA of 1.66 in those 11 games he is one of the most dominating starters in the playoffs.",1
"NEW YORK -- Oil prices plummeted below \$44 a barrel yesterday, sinking for the fourth consecutive day, as supply fears receded, gasoline futures plunged and profit- taking took over.",2
"Prices paid to US producers rose 1.7 percent last month, the biggest jump in 14 years, as higher energy and food costs suggested that inflation is picking up.",2
Security flaw involving JPEG files affects at least a dozen Microsoft software applications and operating systems.,3
"Reuters - U.S. average retail gasoline prices\fell over the last two weeks and are poised to slip even\further as crude oil prices continue to tumble, an industry\analyst said on Sunday.",2
"Reuters - A name likely to come up in\Tuesday's vice presidential debate is Halliburton, the Texas\company once run by Dick Cheney that Democrats say is an\example of cronyism because of its lucrative Iraq deals.",0
"WASHINGTON - National security adviser Condoleezza Rice on Sunday defended her characterization of Saddam Hussein's nuclear capabilities in the months before the Iraq invasion, even as a published report said government experts had cast doubt at the time.    In the run-up to the March 2003 war, Rice said in a television interview in 2002 that the Iraqi president was trying to obtain high-strength aluminum tubes to rebuild his nuclear weapons program...",0
"OURE CASSONI, CHAD - She pulled tattered socks over her bony legs and stared at the ground, trying to hide the dirty, torn clothing she is so embarrassed to wear. ",0
World champion Petter Solberg extended his Rally of Italy lead to almost a minute after winning the first three stages on Saturday.,1
GORDON BROWN faces a new warning today that he will have to raise taxes by 7 billion or cut swaths of government spending if Labour wins next years general election.,2
"ith one Mars rover climbing into the hills and the other descending deep into a crater, scientists yesterday reported the discovery of several mysterious rock structures along with yet more signs that Mars was once awash in water. ",3
"LONDON - When an ant comes to the fork in the road, it uses geometry to find the correct path, scientists say. Worker pharaoh ants use a series of branching paths scented with pheromones to travel around their colony.",3
"Lately, I #39;ve written extensively about Apple Computer #39;s moves in the connected home, and certainly some of the company #39;s well-designed productsespecially its best-selling iPodare hits with users.",3
"Nov. 24, 2004 - Scientists believe they have confirmed theories that homing pigeons are able to carry out their long-range navigational feat thanks to tiny magnetic particles in their upper beaks.",3
" NEW YORK (Reuters) - SunTrust Banks Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=STI.N target=/stocks/quickinfo/fullquote""&gt;STI.N&lt;/A&gt;, which  fired three executives over its accounting for bad loans, on  Friday restated first-half profit higher by \$25.1 million,  slightly more than it had forecast, to fix the errors.",2
"WORCESTER -- Niel Loebig threw for four touchdowns as Duquesne beat Holy Cross, 31-7, yesterday in the season opener for both teams.",1
"AFTER four Olympics competing for two countries, Irina Lashko ended her diving career in Athens without a gold medal. Melbourne-based Lashko, who owns two Olympic silvers and a bronze, finished seventh in ",1
"The head of the nation #39;s space program will interview for the job as chancellor of LSU this week. NASA Administrator Sean O #39;Keefe, who has ties to Louisiana, has been recruited by LSU officials ",3
ATHENS (Reuters) - Doping cast its sleazy shadow over the Olympics again when it was announced on Thursday that five weightlifters had tested positive for performance-enhancing drugs. ,1
AFP - The Sudanese government and the Darfur region's rebel groups are due to meet in the Nigerian capital Abuja as the African Union bids to restart its stalled peace process and prove that the troubled continent can handle its own crises.,0
"Less than a month after IBM claimed the world #39;s fastest computer crown from NEC, the Japanese company announced it is trying to win it back with a new supercomputer that will be available at the end of the year.",3
CHARLOTTE - Kurt Warner may still be the favorite to start the regular-season opener for the Giants. But Eli Manning isn #39;t making Tom Coughlin #39;s decision very easy. ,1
"after doctors rebuilt his jaw by growing another one on his back. Four weeks after the pioneering operation, the man was able to tuck in to a sausage sandwich .",3
A European judge is to hold a closed-door meeting today to discuss the lifting of sanctions by the EU in its anti-trust ruling against Microsoft.,2
AMR Research estimates that companies will spend \$5.8 billion on meeting Sarbanes-Oxley Act (SOX) requirements in 2005. Despite initial thoughts that Sarbanes-Oxley spending would be a one-time expenditure ,2
"Italy #39;s would-be European Commissioner, Rocco Buttiglione - already notorious for his view that homosexuality is a sin - has caused fresh outrage this weekend by telling a conference in northern Italy that single mothers are  #39;not very good #39;.",0
AP - All-Star forward Dirk Nowitzki had to be helped to the Dallas locker room after twisting his left ankle Sunday night against the Denver Nuggets.,1
"Expand Beyond Corp., which makes tools for remotely managing databases, has been awarded a broad patent for technology used to monitor and manage computer systems from a wireless device, the company announced Friday.",3
"Carnival Corp.  amp; plc, the world #39;s largest cruise company, reported Friday that higher ticket prices and onboard sales propelled third-quarter earnings up 40 percent to its best three-month results ever.",2
" LOS ANGELES (Reuters) - Video game accessory maker Mad Catz  Interactive Inc. will release a series of game-related products  based on Disney properties starting with ""The Incredibles,"" Mad  Catz Chief Executive Darren Richardson said on Wednesday.",3
" MADRID (Reuters) - Explosions rocked containers in two  separate coastal cities in northwestern Spain on Saturday after  a Basque newspaper received a telephoned warning in the name of  the armed Basque separatist group ETA, state radio said.",0
Video footage of 10 more hostages kidnapped in Iraq was today broadcast on the al-Jazeera television channel as the British government again said it would not negotiate to free Kenneth Bigley.,0
"AP - In the tumult of the visitors' clubhouse at Yankee Stadium, champagne pouring all around him, Theo Epstein held a beer.",1
" NEW YORK (Reuters) - Roger Clemens landed his 326th career  victory to earn the Houston Astros a franchise record-tying  12th straight win, a 5-2 decision over the Cincinnati Reds in  the National League (NL) Wednesday.",1
" NEW YORK (Reuters) - U.S. technology stocks fell in light  trading on Thursday after a brokerage cut its forecast for the  semiconductor industry, while blue chips were flat as a  continued drop in oil prices eased investor worries.",2
Bristol-Myers Squibb said its third-quarter profit dipped 16 percent from a year ago to 758 million dollars as the pharmaceutical giant boosted research in the face of expiring patents.,2
"Sunday #39;s Japanese GP looks set to go ahead as planned after the feared typhoon largely bypassed Suzuka on Saturday. With fears of torrential rain and 110mph winds, qualifying for the race was postponed for 24 hours.",1
Tim Farrelly held a meeting for his San Francisco staffing company Wednesday to raise morale after John Kerry lost the presidential election.,3
LOS ANGELES -- Computer companies have been trying for several years to convince consumers that their next PC should also be their hub for home entertainment.,3
"AP - The quarterback for the Atlanta Falcons appeared comfortable in the new West Coast offense, calmly using his mobility to avoid pressure and then finding open receivers.",1
Editor #39;s Summary: Microsoft announced that it paid an undisclosed amount to the CCIA trade group so that it won #39;t challenge the software maker #39;s US antitrust settlement or participate in a European Union antitrust case.,2
"A sharp fall in oil prices boosted European stock markets and energy import-dependent Japan #39;s yen on Thursday, but depressed government bonds as investors factored in a rosier economic outlook.",2
"Mirant Corp. (MIRKQ.PK: Quote, Profile, Research) has named its chief financial officer to the additional role of chief restructuring officer, the bankrupt power producer said on Thursday.",2
"I am here to help. As we embark on another installment of the fabled Red Sox-Yankees rivalry, it will be my job to make sure you are not bowled over by the usual waves of emotion that accompany this long, painful exercise in futility.",1
"Neiman Marcus on Tuesday unveiled its 2004 Christmas Book, which features an extraordinary array of gifts from a his and her bowling alley to a 230-foot-long Zeppelin.",2
AP - Coach Mike Mularkey refuses to do the playoff math because it's way too complicated to consider where his Buffalo Bills might fit into the equation.,1
"US Airways #39; (UAIR:Nasdaq - news - research) shares jumped almost 20 on news that management and pilots were back at the table, trying to hammer out an agreement on work concessions to save the company.",2
Chelsea #39;s assistant manager Steve Clarke insisted it was vital the side kept up the pressure on wobbling Arsenal by going top of the Premiership.,1
" SINGAPORE (Reuters) - Oil prices slid toward \$49 a barrel  on Thursday after U.S. crude stocks rose unexpectedly and  rebels in Nigeria's oil-rich delta region agreed to a  cease-fire with the government, reducing an imminent threat to  supplies.",2
"Today nine eurozone countries (counrties using euro as their currency) have joined the Apple #39;s iTunes bandwagon when iTunes music store opened its doors in Finland, Austria, Belgium, Greece, Italy, Luxembourg, Netherlands, Portugal and Spain.",3
Champions Ajax Amsterdam came from behind to thrash NAC Breda 6-2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division.,1
CALGARY (CP) - Nexen Inc. is restoring its deep-water oil production in the Gulf of Mexico after hurricane Ivan blew through and caused no significant damage to the Calgary-based firm #39;s oil rigs.,2
"From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able to view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium services costing \$19.",3
Bayer Leverkusen started their Champions League campaign with a shock 3-0 win over a sluggish Real Madrid in a Group B game on Wednesday.,1
The constant pattering of the Thunderstixx and the Budweiser jingle further fueled the migraine-like misery sustained Wednesday night by the Houston Astros.,1
" SAN FRANCISCO (Reuters) - Google Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.OQ target=/stocks/quickinfo/fullquote""&gt;GOOG.OQ&lt;/A&gt;., the  world's largest search engine, said on Wednesday it sold 19.6  million shares at \$85 apiece in its long-awaited initial public  offering, raising \$1.67 billion for the company.",2
"Although he may face strong competition from rivals outside the company, Walt Disney Co. president and chief operating officer Robert Iger was assured by Disney #39;s board of directors Tuesday ",2
"Today, both Apple and Paypal have announced that the iTunes music store in the US will now accept Paypal purchases for anything on iTunes.",3
"LONDON, September 27 (newratings.com) - Virgin Group Limited, owned by the British billionaire entrepreneur Richard Branson, is planning to launch the world #39;s first passenger flight service to space in 2007, with seat prices starting at about \$198,600.",3
"SpaceShipOne, the world #39;s first privately developed spaceship, is fueled and ready to embark this morning on a flight into space in a bid to claim the \$10 million Ansari X Prize.",3
" CHICAGO (Reuters) - J.M. Smucker Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SJM.N target=/stocks/quickinfo/fullquote""&gt;SJM.N&lt;/A&gt; on Friday  posted an 18.5 percent rise in quarterly profit, but its shares  fell as much as 5 percent as sales were nearly flat excluding  an acquisition.",2
AFP - The United States defeated Lithuania 104-96 here to win the Olympic men's basketball bronze medal game.,1
Worries about job prospects led to a bigger-than-expected drop in consumer confidence in August and provided more evidence of the fragility of the economic expansion.,2
"Orange unveiled its third-generation (3G) mobile phones in a long-delayed commercial launch, with seven new handset models aimed at its key French ",2
Tiger Woods overcame soggy conditions to fire a 5-under 65 for a three-stroke lead Thursday after the first round of the Dunlop Phoenix.,1
" ABIDJAN (Reuters) - An exodus of foreigners from Ivory  Coast continued Saturday as President Laurent Gbagbo sacked the  head of the army, hours before West African leaders were due to  meet for emergency talks on the crisis.",0
"Otto Rehhagel, the German who led Greece to an upset win at Euro 2004, is amazed how many adoring Greeks there are in every corner of the world and how hard it is to pay for anything when he meets the grateful fans.",1
AP - Miami defensive tackle Santonio Thomas and right guard Tyler McMeans both might miss the remainder of the season because of knee injuries.,1
"TORONTO (CP) - Nortel Networks released preliminary financial results Tuesday showing the technology company lost about \$250 million US in the third quarter, about half of that due to the starup costs of a major contract in India.",2
The United Nations Security Council approved a rare resolution against an Arab state -- without naming names -- late Thursday. The resolution is intended to stop Syrian meddling in Lebanese politics and affairs.,0
